Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Jitter,0.041602629513343856,0.03683190843905139,0.02559931814953362,0.1504761904761904,0.047906796647230306,0.03181471333828404,0.17745619459905201,0.02736592311343138,0.020508050268134174,0.11459699833240784,0.12078027425481228,0.08091326530612242,0.24504108136761196,0.03346235413225338,0.02354547312487232,0.1369235455376182,0.13607915893630204,0.09286517756709,0.28050483351235195,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
Label_Stability,0.9421057692307692,0.9501351351351351,0.967647331786543,0.7729577464788732,0.9314955357142857,0.9574153074027604,0.7228282828282827,0.9652297220646625,0.9757846436219028,0.8309727626459144,0.8135015772870662,0.87825,0.6116883116883117,0.95556135770235,0.9708497854077253,0.7960597014925371,0.7859393939393939,0.8593700787401575,0.5405263157894736,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
TPR,0.9892703862660944,0.9911627906976744,1.0,0.0,0.9866920152091255,1.0,0.0,0.9932577382776586,1.0,0.0,0.9612903225806452,1.0,0.0,0.9919632606199771,1.0,0.0,0.9508196721311475,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
TNR,0.1412037037037037,0.11009174311926606,1.0,0.0,0.17289719626168223,1.0,0.0,0.10646387832699619,1.0,0.0,0.1952662721893491,1.0,0.0,0.11271676300578035,1.0,0.0,0.2558139534883721,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
PPV,0.9085981768908599,0.9165591397849462,1.0,0.0,0.8979238754325259,1.0,0.0,0.9323935558112774,1.0,0.0,0.7667238421955404,1.0,0.0,0.9184161573212862,1.0,0.0,0.7837837837837838,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
FNR,0.01072961373390558,0.008837209302325582,0.0,1.0,0.013307984790874524,0.0,1.0,0.006742261722341404,0.0,1.0,0.03870967741935484,0.0,1.0,0.008036739380022962,0.0,1.0,0.04918032786885246,0.0,1.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
FPR,0.8587962962962963,0.8899082568807339,0.0,1.0,0.8271028037383178,0.0,1.0,0.8935361216730038,0.0,1.0,0.8047337278106509,0.0,1.0,0.8872832369942196,0.0,1.0,0.7441860465116279,0.0,1.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
Accuracy,0.901201923076923,0.9100506756756757,1.0,0.0,0.8895089285714286,1.0,0.0,0.9271128757799206,1.0,0.0,0.7570977917981072,1.0,0.0,0.912532637075718,1.0,0.0,0.7696969696969697,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
F1,0.9472197251829974,0.9524022346368715,1.0,0.0,0.9402173913043478,1.0,0.0,0.9618637780086067,1.0,0.0,0.8530534351145038,1.0,0.0,0.9537739754381124,1.0,0.0,0.8592592592592593,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
Selection-Rate,0.9757211538461539,0.9818412162162162,0.9888631090487239,0.9107981220657277,0.9676339285714286,0.9767879548306148,0.8939393939393939,0.9858196256381169,0.9914346895074947,0.914396887159533,0.919558359621451,0.93125,0.8831168831168831,0.9825065274151435,0.9888412017167382,0.9164179104477612,0.896969696969697,0.9133858267716536,0.8421052631578947,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7177724
