Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Mean,0.5336122402431938,0.5756611562897344,0.5232983551751742,0.5857444681941175,0.4982219996469386,0.6050426532910994,0.48667280878355434,103,RandomForestClassifier,Run_1
Std,0.03876373095648212,0.03680437286570448,0.03924432822403136,0.037159627895497024,0.039852684862747054,0.036792253221053714,0.0405180102298478,103,RandomForestClassifier,Run_1
IQR,0.05078375778567479,0.04692143619220468,0.051731119685959906,0.04900854436518917,0.05198887087080572,0.04719410037697896,0.053148799584440354,103,RandomForestClassifier,Run_1
Entropy,0.0,0.0,0.0,0.0,0.0,0.09729746510155884,0.0,103,RandomForestClassifier,Run_1
Jitter,0.06344155844155851,0.06995290423861851,0.06184443588756253,0.05886153993213218,0.06655072839946784,0.05966058002148223,0.06391077361177012,103,RandomForestClassifier,Run_1
Per_Sample_Accuracy,0.6749999999999999,0.6978846153846153,0.6693867924528303,0.6733021077283372,0.6761526232114468,0.7172631578947367,0.6749612403100774,103,RandomForestClassifier,Run_1
Label_Stability,0.9141666666666667,0.9053846153846153,0.9163207547169813,0.9217798594847776,0.9089984101748807,0.9221052631578947,0.9128682170542635,103,RandomForestClassifier,Run_1
TPR,0.5855513307984791,0.47368421052631576,0.6044444444444445,0.48314606741573035,0.6379310344827587,0.4411764705882353,0.6568627450980392,103,RandomForestClassifier,Run_1
TNR,0.7735849056603774,0.8257575757575758,0.7562814070351759,0.8232931726907631,0.7295373665480427,0.8688524590163934,0.7095238095238096,103,RandomForestClassifier,Run_1
PPV,0.719626168224299,0.6101694915254238,0.7371273712737128,0.6615384615384615,0.7449664429530202,0.6521739130434783,0.767175572519084,103,RandomForestClassifier,Run_1
FNR,0.4144486692015209,0.5263157894736842,0.39555555555555555,0.5168539325842697,0.3620689655172414,0.5588235294117647,0.3431372549019608,103,RandomForestClassifier,Run_1
FPR,0.22641509433962265,0.17424242424242425,0.24371859296482412,0.17670682730923695,0.2704626334519573,0.13114754098360656,0.2904761904761905,103,RandomForestClassifier,Run_1
Accuracy,0.6799242424242424,0.6971153846153846,0.6757075471698113,0.6814988290398126,0.6788553259141494,0.7157894736842105,0.6782945736434108,103,RandomForestClassifier,Run_1
F1,0.6457023060796646,0.5333333333333333,0.6642246642246642,0.5584415584415584,0.6873065015479877,0.5263157894736842,0.7077464788732394,103,RandomForestClassifier,Run_1
Selection-Rate,0.4053030303030303,0.28365384615384615,0.43514150943396224,0.3044496487119438,0.4737678855325914,0.24210526315789474,0.5077519379844961,103,RandomForestClassifier,Run_1
Positive-Rate,0.8136882129277566,0.7763157894736842,0.82,0.7303370786516854,0.8563218390804598,0.6764705882352942,0.8562091503267973,103,RandomForestClassifier,Run_1
Mean,0.5245591639313597,0.5802299161990987,0.5127347217160536,0.5898722613430457,0.4803950694910769,0.6021785269496934,0.4673676081926093,203,RandomForestClassifier,Run_2
Std,0.040850372147611176,0.03858040043980454,0.041332513095882394,0.03874022675262524,0.04227723236707786,0.03835645465440808,0.04286231734213279,203,RandomForestClassifier,Run_2
IQR,0.054033000272000725,0.05120178684031151,0.05463434870467868,0.05133732328803086,0.05585579137544701,0.0506190138113497,0.05653989851454704,203,RandomForestClassifier,Run_2
Entropy,0.0,0.13186375523207372,0.0,0.0,0.0,0.13900356080789875,0.0,203,RandomForestClassifier,Run_2
Jitter,0.0865584415584416,0.08037065637065623,0.08787272429063474,0.08456644629682855,0.08790540978296134,0.08595744680851107,0.09015183067661182,203,RandomForestClassifier,Run_2
Per_Sample_Accuracy,0.6704166666666667,0.700972972972973,0.663926521239954,0.6626760563380281,0.6756507936507936,0.6991489361702128,0.6710575139146568,203,RandomForestClassifier,Run_2
Label_Stability,0.8857575757575757,0.897081081081081,0.8833524684270951,0.8911737089201878,0.8820952380952382,0.8944680851063828,0.8791094619666048,203,RandomForestClassifier,Run_2
TPR,0.6235059760956175,0.45454545454545453,0.6442953020134228,0.4375,0.7105263157894737,0.4,0.7307692307692307,203,RandomForestClassifier,Run_2
TNR,0.7166064981949458,0.7846153846153846,0.6957547169811321,0.793233082706767,0.6458333333333334,0.7971014492753623,0.6123348017621145,203,RandomForestClassifier,Run_2
PPV,0.6659574468085107,0.4716981132075472,0.6906474820143885,0.56,0.7043478260869566,0.4166666666666667,0.7215189873417721,203,RandomForestClassifier,Run_2
FNR,0.37649402390438247,0.5454545454545454,0.35570469798657717,0.5625,0.2894736842105263,0.6,0.2692307692307692,203,RandomForestClassifier,Run_2
FPR,0.2833935018050541,0.2153846153846154,0.30424528301886794,0.20676691729323307,0.3541666666666667,0.2028985507246377,0.3876651982378855,203,RandomForestClassifier,Run_2
Accuracy,0.6723484848484849,0.6864864864864865,0.669345579793341,0.6596244131455399,0.680952380952381,0.6914893617021277,0.6808905380333952,203,RandomForestClassifier,Run_2
F1,0.6440329218106996,0.46296296296296297,0.6666666666666666,0.49122807017543857,0.7074235807860262,0.40816326530612246,0.7261146496815286,203,RandomForestClassifier,Run_2
Selection-Rate,0.44507575757575757,0.2864864864864865,0.47876004592422505,0.2934272300469484,0.5476190476190477,0.2553191489361702,0.5862708719851577,203,RandomForestClassifier,Run_2
Positive-Rate,0.9362549800796812,0.9636363636363636,0.9328859060402684,0.78125,1.0087719298245614,0.96,1.0128205128205128,203,RandomForestClassifier,Run_2
Mean,0.5397916162631082,0.5882939055749055,0.5290818622069773,0.5980244202060783,0.5029798437551102,0.6184740484374701,0.49076970928425334,303,RandomForestClassifier,Run_3
Std,0.03976913812429595,0.03826380354673219,0.040101529921191544,0.03874744644956992,0.04041499885839635,0.03821127535208143,0.04083308317320635,303,RandomForestClassifier,Run_3
IQR,0.051625153512235566,0.049453480925298506,0.05210467890426444,0.05023900621028002,0.052501404279623236,0.049031261777317724,0.05303966611384983,303,RandomForestClassifier,Run_3
Entropy,0.0,0.0,0.0,0.0,0.11098484983716564,0.0,0.11072948387625248,303,RandomForestClassifier,Run_3
Jitter,0.06216450216450218,0.06086547708088464,0.062451338917069624,0.05254628012574231,0.06824464561713402,0.051953352769679516,0.06832048374905518,303,RandomForestClassifier,Run_3
Per_Sample_Accuracy,0.6807575757575759,0.6889005235602094,0.6789595375722542,0.6688997555012225,0.6882534775888717,0.67,0.6851851851851852,303,RandomForestClassifier,Run_3
Label_Stability,0.9140151515151516,0.9151832460732985,0.9137572254335261,0.9287041564792177,0.9047295208655333,0.9295238095238095,0.9048888888888889,303,RandomForestClassifier,Run_3
TPR,0.5591603053435115,0.373134328358209,0.5864332603938731,0.40236686390532544,0.6338028169014085,0.25,0.6550632911392406,303,RandomForestClassifier,Run_3
TNR,0.8045112781954887,0.8629032258064516,0.7867647058823529,0.8666666666666667,0.7534246575342466,0.875,0.7232142857142857,303,RandomForestClassifier,Run_3
PPV,0.7380352644836272,0.5952380952380952,0.7549295774647887,0.68,0.7575757575757576,0.5,0.7695167286245354,303,RandomForestClassifier,Run_3
FNR,0.44083969465648853,0.6268656716417911,0.4135667396061269,0.5976331360946746,0.36619718309859156,0.75,0.3449367088607595,303,RandomForestClassifier,Run_3
FPR,0.19548872180451127,0.13709677419354838,0.21323529411764705,0.13333333333333333,0.2465753424657534,0.125,0.2767857142857143,303,RandomForestClassifier,Run_3
Accuracy,0.6827651515151515,0.6910994764397905,0.6809248554913295,0.6748166259168704,0.6877897990726429,0.6666666666666666,0.6833333333333333,303,RandomForestClassifier,Run_3
F1,0.6362649294245385,0.45871559633027525,0.6600985221674877,0.5055762081784386,0.6901840490797546,0.3333333333333333,0.7076923076923077,303,RandomForestClassifier,Run_3
Selection-Rate,0.3759469696969697,0.2198952879581152,0.41040462427745666,0.24449877750611246,0.45904173106646057,0.16666666666666666,0.4981481481481482,303,RandomForestClassifier,Run_3
Positive-Rate,0.7576335877862596,0.6268656716417911,0.7768052516411379,0.591715976331361,0.8366197183098592,0.5,0.8512658227848101,303,RandomForestClassifier,Run_3
Mean,0.5314131396582473,0.5836369780337044,0.519436310601245,0.5955842854819311,0.49019590291613013,0.6209168801997959,0.4796471791561917,403,RandomForestClassifier,Run_4
Std,0.03898414869987411,0.03843414067264992,0.039110285581554174,0.03804127418693028,0.039589758612542554,0.0373221591847038,0.03960393833567052,403,RandomForestClassifier,Run_4
IQR,0.05220414869658973,0.0520178244478895,0.05224687963604717,0.05180697799855099,0.05245925211539222,0.051068969702163916,0.05237104558945278,403,RandomForestClassifier,Run_4
Entropy,0.07999544502477002,0.0912843863714531,0.07740647943071115,0.06328719712832848,0.0,0.0,0.0,403,RandomForestClassifier,Run_4
Jitter,0.04897804576376006,0.05452812597120045,0.04770521013993492,0.03664574788753273,0.056899101786904625,0.028453608247422785,0.052677866726801276,403,RandomForestClassifier,Run_4
Per_Sample_Accuracy,0.6367803030303031,0.6305583756345177,0.6382072176949942,0.6215012106537531,0.6465940902021773,0.6600000000000001,0.6548066298342542,403,RandomForestClassifier,Run_4
Label_Stability,0.9347727272727272,0.930761421319797,0.9356926658905704,0.9542857142857143,0.9222395023328149,0.9674226804123711,0.927219152854512,403,RandomForestClassifier,Run_4
TPR,0.5516528925619835,0.37333333333333335,0.5843520782396088,0.3270440251572327,0.6615384615384615,0.2702702702702703,0.686411149825784,403,RandomForestClassifier,Run_4
TNR,0.7132867132867133,0.7868852459016393,0.6933333333333334,0.7992125984251969,0.6446540880503144,0.9,0.63671875,403,RandomForestClassifier,Run_4
PPV,0.6194895591647331,0.5185185185185185,0.6339522546419099,0.5048543689320388,0.6554878048780488,0.625,0.6793103448275862,403,RandomForestClassifier,Run_4
FNR,0.44834710743801653,0.6266666666666667,0.4156479217603912,0.6729559748427673,0.3384615384615385,0.7297297297297297,0.313588850174216,403,RandomForestClassifier,Run_4
FPR,0.2867132867132867,0.21311475409836064,0.30666666666666664,0.20078740157480315,0.3553459119496855,0.1,0.36328125,403,RandomForestClassifier,Run_4
Accuracy,0.6392045454545454,0.6294416243654822,0.6414435389988359,0.6174334140435835,0.6531881804043546,0.6597938144329897,0.6629834254143646,403,RandomForestClassifier,Run_4
F1,0.5836065573770491,0.43410852713178294,0.6081424936386769,0.3969465648854962,0.6584992343032159,0.37735849056603776,0.682842287694974,403,RandomForestClassifier,Run_4
Selection-Rate,0.4081439393939394,0.27411167512690354,0.43888242142025613,0.24939467312348668,0.5101088646967341,0.16494845360824742,0.5340699815837937,403,RandomForestClassifier,Run_4
Positive-Rate,0.890495867768595,0.72,0.921760391198044,0.6477987421383647,1.0092307692307692,0.43243243243243246,1.0104529616724738,403,RandomForestClassifier,Run_4
Mean,0.5413547139021024,0.5916553872630785,0.5300341447234139,0.5884226734129321,0.5090236874010532,0.6021098429061481,0.4947744059759307,503,RandomForestClassifier,Run_5
