Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Std,0.038490954703422835,0.036210232839478405,0.03900424941526184,0.03753255737266283,0.03914927874851357,0.036364773325524596,0.03974851616728806,503,RandomForestClassifier,Run_5
IQR,0.05111030467464239,0.048362126626514734,0.05172880414255048,0.049681891951768836,0.05209148274306992,0.04742333785562973,0.052652600599877565,503,RandomForestClassifier,Run_5
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503,RandomForestClassifier,Run_5
Jitter,0.06106988249845393,0.048323164317273765,0.06393863345802374,0.05637968675842423,0.06429158244767548,0.04656610470275056,0.06709144726592918,503,RandomForestClassifier,Run_5
Per_Sample_Accuracy,0.6629545454545454,0.7356701030927835,0.6465893271461717,0.6516279069767441,0.6707348242811502,0.7152173913043477,0.6545038167938932,503,RandomForestClassifier,Run_5
Label_Stability,0.9111363636363636,0.9311340206185567,0.9066357308584686,0.9218604651162791,0.9037699680511182,0.9382608695652175,0.8996946564885496,503,RandomForestClassifier,Run_5
TPR,0.57,0.5,0.5813953488372093,0.4318181818181818,0.6450617283950617,0.4473684210526316,0.6541095890410958,503,RandomForestClassifier,Run_5
TNR,0.7482014388489209,0.8467741935483871,0.7199074074074074,0.7913385826771654,0.7119205298013245,0.8888888888888888,0.6810344827586207,503,RandomForestClassifier,Run_5
PPV,0.6705882352941176,0.6481481481481481,0.6738544474393531,0.5891472868217055,0.706081081081081,0.7391304347826086,0.720754716981132,503,RandomForestClassifier,Run_5
FNR,0.43,0.5,0.4186046511627907,0.5681818181818182,0.3549382716049383,0.5526315789473685,0.3458904109589041,503,RandomForestClassifier,Run_5
FPR,0.2517985611510791,0.1532258064516129,0.2800925925925926,0.20866141732283464,0.28807947019867547,0.1111111111111111,0.31896551724137934,503,RandomForestClassifier,Run_5
Accuracy,0.6638257575757576,0.7216494845360825,0.6508120649651972,0.6441860465116279,0.6773162939297125,0.7065217391304348,0.666030534351145,503,RandomForestClassifier,Run_5
F1,0.6162162162162163,0.5645161290322581,0.6242197253433208,0.49836065573770494,0.6741935483870968,0.5573770491803278,0.6858168761220825,503,RandomForestClassifier,Run_5
Selection-Rate,0.4024621212121212,0.27835051546391754,0.43039443155452434,0.3,0.4728434504792332,0.25,0.5057251908396947,503,RandomForestClassifier,Run_5
Positive-Rate,0.85,0.7714285714285715,0.8627906976744186,0.7329545454545454,0.9135802469135802,0.6052631578947368,0.9075342465753424,503,RandomForestClassifier,Run_5
