Metric,overall,sex_priv,sex_priv_correct,sex_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,sex&race_priv,sex&race_priv_correct,sex&race_priv_incorrect,sex&race_dis,sex&race_dis_correct,sex&race_dis_incorrect,Model_Name,Model_Params
Mean_Prediction,0.5240014164010085,0.5762949698068548,0.5938728018098369,0.53851574878552,0.5109434995150516,0.512471719202633,0.5072855921503987,0.5831940118788778,0.6021598579078713,0.5398435066697496,0.4858304903451863,0.4812583828051304,0.4967072935457404,0.5749581048640515,0.591367356385427,0.5356817673515979,0.4734293067188187,0.46491473952951884,0.4929440600905681,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Std,0.0393746870091122,0.03741011758359787,0.03548632298724887,0.04154484029813905,0.03986524813193294,0.0397119453639054,0.040232189697171586,0.039469639224161336,0.0376794970759979,0.04356139270567777,0.039313456141463705,0.03966074068399128,0.038487284492924434,0.03885756217978754,0.03733481626814391,0.04250232820056036,0.039887909009536315,0.040452935261707484,0.03859291095331792,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Overall_Uncertainty,0.9122376701069465,0.9186785248399905,0.9033984281793267,0.9515193296032085,0.9106293620020088,0.9026073385304518,0.9298306711949726,0.9078110695100049,0.897028582375373,0.9324567543891632,0.9150922069404883,0.9064139727828868,0.9357372692522558,0.9124167281277162,0.901998566857384,0.9373531012328341,0.9120599634674653,0.9035281276907393,0.931614295154496,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Aleatoric_Uncertainty,0.90655470177347,0.9134883341140349,0.8985578970939818,0.9455776315899699,0.9048233450588437,0.8967305287716348,0.9241941021157772,0.9020525031195106,0.8916687513733703,0.9257867928249736,0.9094579887559299,0.9005379025086219,0.9306784044600521,0.9068382648779234,0.8967308313202722,0.9310308961675278,0.906273278767918,0.8974433439284737,0.9265108312881353,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
IQR,0.052618146314050554,0.05036855237934019,0.04814438457695844,0.055148853327742754,0.05317987923739243,0.052876823318771506,0.05390526609481441,0.05340852990055046,0.05086106062694648,0.059231316811645264,0.05210845970219547,0.05265352348785231,0.05081178164368552,0.052479527863883976,0.05036610165710981,0.05753811575235634,0.05275571858723475,0.05355434786526312,0.05092531980715727,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Statistical_Bias,0.4259499308902875,0.4263346003866634,0.3417344574786585,0.6081617732038681,0.42585387732373675,0.3387117721425307,0.6344349804883905,0.42344531213351283,0.33231761379402963,0.6317371940523316,0.42756505887362806,0.34374890553361637,0.6269592762930243,0.42273467452970165,0.33796769957587536,0.6256285307095052,0.429140921165133,0.34063946214424223,0.6319796688589759,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Epistemic_Uncertainty,0.005682968333476479,0.005190190725955612,0.004840531085344879,0.005941698013238628,0.005806016943165182,0.005876809758816992,0.005636569079195408,0.005758566390494324,0.005359831002002657,0.0066699615641896415,0.005634218184558448,0.005876070274264955,0.005058864792203632,0.005578463249792831,0.005267735537111795,0.006322205065306341,0.005786684699547351,0.006084783762265622,0.005103463866360736,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Jitter,0.0670949288806432,0.07948544346648626,0.059722222222222204,0.1219616204690832,0.06400096606690016,0.056551157375701926,0.08183263666912548,0.06373656709060434,0.048928571428571425,0.09758341431810857,0.06926060143683635,0.06241827704533162,0.08553813104189052,0.06804066113137294,0.05449804719731554,0.10045556287030932,0.06615633423180593,0.05985288424312776,0.08060337178349644,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Label_Stability,0.9121969696969697,0.8944075829383886,0.9191666666666666,0.8411940298507463,0.9166390532544378,0.9271140939597314,0.891566265060241,0.9184541062801933,0.9375,0.874920634920635,0.9081619937694705,0.9179646017699115,0.8848421052631579,0.9107224334600761,0.9279784366576819,0.8694193548387096,0.9136603773584906,0.9231436314363143,0.8919254658385095,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
TPR,0.6496815286624203,0.44,1.0,0.0,0.6893939393939394,1.0,0.0,0.5102040816326531,1.0,0.0,0.7129629629629629,1.0,0.0,0.5319148936170213,1.0,0.0,0.7279151943462897,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
TNR,0.7418803418803419,0.8161764705882353,1.0,0.0,0.7193763919821826,1.0,0.0,0.797752808988764,1.0,0.0,0.6949685534591195,1.0,0.0,0.8017751479289941,1.0,0.0,0.659919028340081,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
PPV,0.6695842450765864,0.5689655172413793,1.0,0.0,0.6842105263157895,1.0,0.0,0.5813953488372093,1.0,0.0,0.7042682926829268,1.0,0.0,0.5988023952095808,1.0,0.0,0.7103448275862069,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
FNR,0.3503184713375796,0.56,0.0,1.0,0.3106060606060606,0.0,1.0,0.4897959183673469,0.0,1.0,0.28703703703703703,0.0,1.0,0.46808510638297873,0.0,1.0,0.27208480565371024,0.0,1.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
FPR,0.25811965811965815,0.18382352941176472,0.0,1.0,0.2806236080178174,0.0,1.0,0.20224719101123595,0.0,1.0,0.3050314465408805,0.0,1.0,0.19822485207100593,0.0,1.0,0.340080971659919,0.0,1.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Accuracy,0.7007575757575758,0.6824644549763034,1.0,0.0,0.7053254437869823,1.0,0.0,0.6956521739130435,1.0,0.0,0.7040498442367601,1.0,0.0,0.7053231939163498,1.0,0.0,0.6962264150943396,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
F1,0.6594827586206896,0.49624060150375937,1.0,0.0,0.6867924528301886,1.0,0.0,0.5434782608695652,1.0,0.0,0.7085889570552147,1.0,0.0,0.5633802816901409,1.0,0.0,0.7190226876090751,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Selection-Rate,0.4327651515151515,0.27488151658767773,0.22916666666666666,0.373134328358209,0.47218934911242605,0.45805369127516776,0.5060240963855421,0.3115942028985507,0.2604166666666667,0.42857142857142855,0.5109034267912772,0.5110619469026548,0.5105263157894737,0.31749049429657794,0.2695417789757412,0.432258064516129,0.5471698113207547,0.5582655826558266,0.5217391304347826,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Positive-Rate,0.970276008492569,0.7733333333333333,1.0,0.5952380952380952,1.0075757575757576,1.0,1.024390243902439,0.8775510204081632,1.0,0.75,1.0123456790123457,1.0,1.043010752688172,0.8882978723404256,1.0,0.7613636363636364,1.0247349823321554,1.0,1.0909090909090908,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
Sample_Size,1056.0,211.0,144.0,67.0,845.0,596.0,249.0,414.0,288.0,126.0,642.0,452.0,190.0,526.0,371.0,155.0,530.0,369.0,161.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}"
