Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Jitter,0.044141483516483476,0.04093870656370657,0.035644490742932876,0.09450225160486744,0.048373724489795863,0.038649565619698296,0.1240696278511406,0.03890631692268511,0.03721781574130567,0.06122448979591843,0.07325693684413823,0.034815887645380815,0.17902668759811594,0.04019139979751687,0.036463129407235874,0.07960293482952231,0.08998639455782304,0.04346269655403149,0.22198386331276734,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
Label_Stability,0.9499134615384616,0.9539695945945946,0.961893271461717,0.8738028169014085,0.9445535714285714,0.957808564231738,0.8413725490196078,0.9580941576857629,0.9608785845027457,0.9212903225806452,0.9044164037854889,0.9550967741935484,0.7649704142011834,0.9556553524804177,0.9612803658188054,0.8961933534743202,0.8832727272727273,0.9440983606557377,0.7106976744186047,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
TPR,0.9949034334763949,0.9948837209302326,1.0,0.0,0.9949302915082383,1.0,0.0,0.9941771376034324,1.0,0.0,1.0,1.0,,0.9945464982778416,1.0,0.0,1.0,1.0,,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
TNR,0.0787037037037037,0.07339449541284404,1.0,0.0,0.08411214953271028,1.0,0.0,0.12927756653992395,1.0,0.0,0.0,,0.0,0.09826589595375723,1.0,0.0,0.0,,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
PPV,0.9030922814706599,0.9137120888509184,1.0,0.0,0.8890147225368064,1.0,0.0,0.9340627699395335,1.0,0.0,0.7334384858044164,1.0,0.0,0.9173947577442415,1.0,0.0,0.7393939393939394,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
FNR,0.00509656652360515,0.0051162790697674414,0.0,1.0,0.005069708491761723,0.0,1.0,0.0058228623965675755,0.0,1.0,0.0,0.0,,0.0054535017221584384,0.0,1.0,0.0,0.0,,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
FPR,0.9212962962962963,0.926605504587156,0.0,1.0,0.9158878504672897,0.0,1.0,0.870722433460076,0.0,1.0,1.0,,1.0,0.9017341040462428,0.0,1.0,1.0,,1.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
Accuracy,0.8997596153846154,0.9100506756756757,1.0,0.0,0.8861607142857143,1.0,0.0,0.9296653431650596,1.0,0.0,0.7334384858044164,1.0,0.0,0.9135770234986945,1.0,0.0,0.7393939393939394,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
F1,0.9467772814294831,0.9525718102872411,1.0,0.0,0.9389952153110048,1.0,0.0,0.9631828978622328,1.0,0.0,0.8462238398544131,1.0,0.0,0.9544139925630079,1.0,0.0,0.8501742160278746,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
Selection-Rate,0.9872596153846154,0.988597972972973,0.9925754060324826,0.9483568075117371,0.9854910714285714,0.9886649874055415,0.9607843137254902,0.9849688031764039,0.9896278218425869,0.9233870967741935,1.0,1.0,1.0,0.9861618798955614,0.9902829379822806,0.9425981873111783,1.0,1.0,1.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30004178333333337
