Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Label_Stability,0.9499134615384616,0.9548986486486486,0.9625602968460112,0.8769811320754718,0.9433258928571429,0.9577078085642319,0.8313725490196077,0.9580941576857629,0.9610856968587986,0.9183805668016195,0.9044164037854889,0.9563870967741936,0.7614201183431953,0.9558746736292428,0.9616342857142858,0.8947878787878787,0.8807272727272727,0.9442622950819672,0.7004651162790698,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
Jitter,0.04408967817896386,0.04012203530060673,0.034771875354965724,0.09453215248363517,0.04933263483965009,0.03869891533439524,0.13210884353741487,0.038853994235243716,0.036806642144506255,0.06603321490539522,0.0732080087555526,0.03383454026772003,0.18154329187296164,0.04004156231683269,0.03596431486880465,0.08328509585652422,0.0910723562152132,0.043225158916025366,0.22682486948267733,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
TPR,0.9949034334763949,0.9948837209302326,1.0,0.0,0.9949302915082383,1.0,0.0,0.9941771376034324,1.0,0.0,1.0,1.0,,0.9945464982778416,1.0,0.0,1.0,1.0,,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
TNR,0.08101851851851852,0.0779816513761468,1.0,0.0,0.08411214953271028,1.0,0.0,0.13307984790874525,1.0,0.0,0.0,,0.0,0.10115606936416185,1.0,0.0,0.0,,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
PPV,0.903312226010716,0.9141025641025641,1.0,0.0,0.8890147225368064,1.0,0.0,0.934331797235023,1.0,0.0,0.7334384858044164,1.0,0.0,0.9176377118644068,1.0,0.0,0.7393939393939394,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
FNR,0.00509656652360515,0.0051162790697674414,0.0,1.0,0.005069708491761723,0.0,1.0,0.0058228623965675755,0.0,1.0,0.0,0.0,,0.0054535017221584384,0.0,1.0,0.0,0.0,,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
FPR,0.9189814814814815,0.9220183486238532,0.0,1.0,0.9158878504672897,0.0,1.0,0.8669201520912547,0.0,1.0,1.0,,1.0,0.8988439306358381,0.0,1.0,1.0,,1.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
Accuracy,0.9,0.910472972972973,1.0,0.0,0.8861607142857143,1.0,0.0,0.9299489506522972,1.0,0.0,0.7334384858044164,1.0,0.0,0.9138381201044387,1.0,0.0,0.7393939393939394,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
F1,0.946898136328823,0.9527839643652561,1.0,0.0,0.9389952153110048,1.0,0.0,0.9633259094283593,1.0,0.0,0.8462238398544131,1.0,0.0,0.9545454545454546,1.0,0.0,0.8501742160278746,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
Selection-Rate,0.9870192307692308,0.9881756756756757,0.9921150278293135,0.9481132075471698,0.9854910714285714,0.9886649874055415,0.9607843137254902,0.9846851956891662,0.9893260140286673,0.9230769230769231,1.0,1.0,1.0,0.9859007832898172,0.99,0.9424242424242424,1.0,1.0,1.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.29245715
