Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Std,0.01992587657705821,0.019280893090605333,0.02008693162515473,0.019566339542272174,0.02015772756210715,0.019592206265551082,0.0202570286220634,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
Mean_Prediction,0.5229761367346676,0.570035920589731,0.5112251137838765,0.5877103791249678,0.4812316252867167,0.5760916815728243,0.4702614639330251,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
IQR,0.026039608670868134,0.02494008138965155,0.02631416518724293,0.025569617779386725,0.026342686909300073,0.025537822435003476,0.026537607840801742,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
Overall_Uncertainty,0.910592022199729,0.917788674554372,0.9087949882981555,0.9143127714694519,0.9081926605211228,0.9167545708889366,0.9044759833119494,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
Statistical_Bias,0.43442136983449564,0.43322593579045765,0.43471987466679385,0.43357554989861896,0.434966805120248,0.4323958711879858,0.43643158169876767,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
Aleatoric_Uncertainty,0.9084011688187036,0.9160553877304931,0.9064898786525645,0.9124853466170344,0.9057674466870697,0.914909403921128,0.9019420524717692,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
Epistemic_Uncertainty,0.002190853381025426,0.0017332868238788546,0.0023051096455910525,0.0018274248524174919,0.0024252138340531415,0.0018451669678086757,0.0025339308401802763,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
Jitter,0.03801561533704391,0.05238030757326626,0.03442869218693396,0.03427979887607204,0.040424693241782696,0.03963994723364652,0.03640354254909503,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
Label_Stability,0.9495833333333333,0.9319431279620852,0.9539881656804734,0.955072463768116,0.9460436137071652,0.9484410646387833,0.9507169811320755,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
TPR,0.6178343949044586,0.48,0.6439393939393939,0.43537414965986393,0.7006172839506173,0.4787234042553192,0.7102473498233216,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",,0.056371366666666665
