Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Std,0.07831872826975794,0.08270283474467377,0.07722399872395057,0.07633860801278426,0.07959562824855407,0.0777233028362307,0.07890965992642839,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Overall_Uncertainty,0.897979858475757,0.9068245579655727,0.8957713003783001,0.8929531670810873,0.9012213697489553,0.8981146362442641,0.8978460978979558,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
IQR,0.09600120769075234,0.09556038091729,0.09611128396199561,0.09673013434958595,0.09553115218178487,0.09575296570554365,0.09624757615154438,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Statistical_Bias,0.4203911998830184,0.41514364445235247,0.42170153620949236,0.4159811138513608,0.423235087137078,0.4145390991826763,0.42619913378562213,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Mean_Prediction,0.520125169443092,0.5742731200591116,0.5066042018928195,0.5813075114931838,0.48067113578462145,0.5729452226437408,0.4677037581533915,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Aleatoric_Uncertainty,0.8672832959266745,0.8699087963784233,0.8666276975890189,0.8625668789150667,0.8703247237192068,0.8662884942991466,0.8682705896173911,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Epistemic_Uncertainty,0.030696562549082484,0.036915761587149376,0.029143602789281187,0.030386288166020625,0.03089664602974851,0.03182614194511757,0.029575508280564655,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Label_Stability,0.8006060606060607,0.7738388625592417,0.8072899408284023,0.8169082125603865,0.7900934579439253,0.8085931558935361,0.7926792452830189,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Jitter,0.13941249226963523,0.15619692426733756,0.13522135007849315,0.1286069210292817,0.14638057091995663,0.13427019476992352,0.14451597997689652,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
TPR,0.692144373673036,0.5866666666666667,0.7121212121212122,0.5850340136054422,0.7407407407407407,0.6063829787234043,0.7491166077738516,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
TNR,0.6888888888888889,0.8088235294117647,0.6525612472160356,0.7602996254681648,0.6289308176100629,0.7692307692307693,0.5789473684210527,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
PPV,0.6417322834645669,0.6285714285714286,0.6438356164383562,0.5733333333333334,0.6703910614525139,0.59375,0.6708860759493671,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
FNR,0.3078556263269639,0.41333333333333333,0.2878787878787879,0.41496598639455784,0.25925925925925924,0.39361702127659576,0.2508833922261484,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
FPR,0.3111111111111111,0.19117647058823528,0.34743875278396436,0.2397003745318352,0.3710691823899371,0.23076923076923078,0.42105263157894735,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Accuracy,0.6903409090909091,0.7298578199052133,0.6804733727810651,0.6980676328502415,0.6853582554517134,0.7110266159695817,0.6698113207547169,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
F1,0.6659856996935649,0.6068965517241379,0.6762589928057554,0.5791245791245792,0.7038123167155426,0.6,0.7078464106844741,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Selection-Rate,0.4810606060606061,0.33175355450236965,0.5183431952662721,0.36231884057971014,0.557632398753894,0.3650190114068441,0.5962264150943396,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
Sample_Size,1056.0,211.0,845.0,414.0,642.0,526.0,530.0,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.03919155
