Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Mean,0.5331590651664607,0.5521845761984959,0.5283236027426418,0.5692064800443868,0.5083980613365755,0.5816500288690464,0.5042525243605749,102,AdaptiveRandomForest,Run_1
Std,0.02390959339169373,0.02171683687891024,0.02446689730349381,0.021955161131222665,0.02525209478466906,0.020139860841641714,0.025742180951934583,102,AdaptiveRandomForest,Run_1
IQR,0.028898836988334235,0.026507690156859037,0.02950656314265216,0.026688600838728222,0.03041705031793581,0.024452922794285986,0.030898761569656163,102,AdaptiveRandomForest,Run_1
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,AdaptiveRandomForest,Run_1
Jitter,0.12173821548821545,0.11983385254413288,0.12222222222222226,0.08971576227390181,0.1437344692935748,0.0931537598204265,0.14394433572515766,102,AdaptiveRandomForest,Run_1
Per_Sample_Accuracy,0.6559659090909091,0.6822429906542056,0.6492874109263659,0.6651162790697674,0.6496805111821086,0.697979797979798,0.6454011741682973,102,AdaptiveRandomForest,Run_1
Label_Stability,0.8274621212121211,0.82803738317757,0.8273159144893111,0.8734883720930233,0.795846645367412,0.8686868686868687,0.7964774951076321,102,AdaptiveRandomForest,Run_1
TPR,0.46092184368737477,0.38823529411764707,0.4758454106280193,0.3273809523809524,0.5287009063444109,0.2857142857142857,0.5409252669039146,102,AdaptiveRandomForest,Run_1
TNR,0.8384201077199281,0.8914728682170543,0.822429906542056,0.8969465648854962,0.7864406779661017,0.9375,0.7695652173913043,102,AdaptiveRandomForest,Run_1
PPV,0.71875,0.7021276595744681,0.7216117216117216,0.6707317073170732,0.7352941176470589,0.7142857142857143,0.7414634146341463,102,AdaptiveRandomForest,Run_1
FNR,0.5390781563126252,0.611764705882353,0.5241545893719807,0.6726190476190477,0.47129909365558914,0.7142857142857143,0.45907473309608543,102,AdaptiveRandomForest,Run_1
FPR,0.1615798922800718,0.10852713178294573,0.17757009345794392,0.10305343511450382,0.2135593220338983,0.0625,0.23043478260869565,102,AdaptiveRandomForest,Run_1
Accuracy,0.6600378787878788,0.6915887850467289,0.6520190023752969,0.6744186046511628,0.6501597444089456,0.7070707070707071,0.6438356164383562,102,AdaptiveRandomForest,Run_1
F1,0.5616605616605617,0.5,0.5735080058224163,0.44,0.6151142355008787,0.40816326530612246,0.6255144032921811,102,AdaptiveRandomForest,Run_1
Selection-Rate,0.30303030303030304,0.21962616822429906,0.32422802850356297,0.19069767441860466,0.3801916932907348,0.1414141414141414,0.40117416829745595,102,AdaptiveRandomForest,Run_1
Positive-Rate,0.6412825651302605,0.5529411764705883,0.6594202898550725,0.4880952380952381,0.7190332326283988,0.4,0.7295373665480427,102,AdaptiveRandomForest,Run_1
Mean,0.5289318286654776,0.5604356190729718,0.521388667581993,0.561529569737855,0.5069761393536544,0.5684104794399705,0.49726450802311667,202,AdaptiveRandomForest,Run_2
Std,0.025442828340330036,0.02312543498354846,0.025997697172235486,0.024421251445305346,0.026130895187216722,0.023486396072500654,0.026824164278500817,202,AdaptiveRandomForest,Run_2
IQR,0.031050223662719815,0.027224996302494302,0.03196612317150621,0.03006065526692996,0.03171673169474944,0.029071398474809503,0.0329906921624233,202,AdaptiveRandomForest,Run_2
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,AdaptiveRandomForest,Run_2
Jitter,0.09528619528619527,0.07363834422657951,0.10046948356807515,0.08407843137254899,0.10283500616305688,0.05894736842105263,0.10625798212005105,202,AdaptiveRandomForest,Run_2
Per_Sample_Accuracy,0.6520833333333333,0.6764705882352942,0.6462441314553989,0.6376470588235295,0.6618066561014263,0.6673684210526316,0.657088122605364,202,AdaptiveRandomForest,Run_2
Label_Stability,0.8651515151515152,0.9,0.8568075117370892,0.8804705882352941,0.8548335974643425,0.92,0.8490421455938698,202,AdaptiveRandomForest,Run_2
TPR,0.5229885057471264,0.34615384615384615,0.5540540540540541,0.3825136612021858,0.5988200589970502,0.3142857142857143,0.6317567567567568,202,AdaptiveRandomForest,Run_2
TNR,0.799625468164794,0.8809523809523809,0.7745098039215687,0.8512396694214877,0.7568493150684932,0.85,0.7123893805309734,202,AdaptiveRandomForest,Run_2
PPV,0.718421052631579,0.6428571428571429,0.727810650887574,0.660377358490566,0.7408759124087592,0.55,0.7420634920634921,202,AdaptiveRandomForest,Run_2
FNR,0.47701149425287354,0.6538461538461539,0.44594594594594594,0.6174863387978142,0.40117994100294985,0.6857142857142857,0.36824324324324326,202,AdaptiveRandomForest,Run_2
FPR,0.20037453183520598,0.11904761904761904,0.22549019607843138,0.1487603305785124,0.24315068493150685,0.15,0.28761061946902655,202,AdaptiveRandomForest,Run_2
Accuracy,0.6628787878787878,0.6764705882352942,0.6596244131455399,0.6494117647058824,0.6719492868462758,0.6526315789473685,0.6666666666666666,202,AdaptiveRandomForest,Run_2
F1,0.6053215077605322,0.45,0.629156010230179,0.4844290657439446,0.6623164763458401,0.4,0.6824817518248175,202,AdaptiveRandomForest,Run_2
Selection-Rate,0.35984848484848486,0.20588235294117646,0.3967136150234742,0.24941176470588236,0.43423137876386686,0.21052631578947367,0.4827586206896552,202,AdaptiveRandomForest,Run_2
Positive-Rate,0.7279693486590039,0.5384615384615384,0.7612612612612613,0.5792349726775956,0.8082595870206489,0.5714285714285714,0.8513513513513513,202,AdaptiveRandomForest,Run_2
Mean,0.5335161346509272,0.5577665290281716,0.5283990789566462,0.5679048238571391,0.5108962590192115,0.5770732227565127,0.5053217464467618,302,AdaptiveRandomForest,Run_3
Std,0.02466765181743643,0.022610499108433404,0.025101729911996704,0.023872278638080374,0.02519082507041946,0.0227041911665061,0.025680446065164435,302,AdaptiveRandomForest,Run_3
IQR,0.02725026697180134,0.02334877268391938,0.028073518060070007,0.025309815291039636,0.028526639427435798,0.02344193662372214,0.029494163112363983,302,AdaptiveRandomForest,Run_3
Entropy,0.0,0.0,0.0,0.09677687199028717,0.0,0.0,0.0,302,AdaptiveRandomForest,Run_3
Jitter,0.09610690235690232,0.07016908212560385,0.10158002038735983,0.06947759215062317,0.1136228850514565,0.047581699346405215,0.1180503923998348,302,AdaptiveRandomForest,Run_3
Per_Sample_Accuracy,0.6608901515151515,0.7146739130434783,0.6495412844036699,0.6854415274463007,0.6447409733124019,0.7694117647058825,0.6405204460966544,302,AdaptiveRandomForest,Run_3
Label_Stability,0.8782196969696969,0.9119565217391304,0.8711009174311926,0.9102625298329357,0.8571428571428571,0.9388235294117648,0.8513011152416357,302,AdaptiveRandomForest,Run_3
TPR,0.46041666666666664,0.4,0.46904761904761905,0.3333333333333333,0.5198776758409785,0.4166666666666667,0.5360824742268041,302,AdaptiveRandomForest,Run_3
TNR,0.8350694444444444,0.8790322580645161,0.8230088495575221,0.9022556390977443,0.7774193548387097,0.9016393442622951,0.757085020242915,302,AdaptiveRandomForest,Run_3
PPV,0.6993670886075949,0.6153846153846154,0.7111913357400722,0.6623376623376623,0.7112970711297071,0.625,0.7222222222222222,302,AdaptiveRandomForest,Run_3
FNR,0.5395833333333333,0.6,0.530952380952381,0.6666666666666666,0.4801223241590214,0.5833333333333334,0.4639175257731959,302,AdaptiveRandomForest,Run_3
FPR,0.16493055555555555,0.12096774193548387,0.17699115044247787,0.09774436090225563,0.22258064516129034,0.09836065573770492,0.242914979757085,302,AdaptiveRandomForest,Run_3
Accuracy,0.6647727272727273,0.7228260869565217,0.6525229357798165,0.6945107398568019,0.6452119309262166,0.7647058823529411,0.637546468401487,302,AdaptiveRandomForest,Run_3
F1,0.5552763819095478,0.48484848484848486,0.5652797704447633,0.4434782608695652,0.6007067137809188,0.5,0.6153846153846154,302,AdaptiveRandomForest,Run_3
