Metric,overall,sex_priv,sex_priv_correct,sex_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,sex&race_priv,sex&race_priv_correct,sex&race_priv_incorrect,sex&race_dis,sex&race_dis_correct,sex&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Statistical_Bias,0.41669115871514556,0.41326113747808924,0.32403263214666206,0.6182078606612114,0.41754764922522714,0.31721498189424946,0.6509988554953365,0.4120908181164128,0.31001329934225724,0.6427699353461975,0.41965773349376767,0.32402003173798877,0.6454828826657901,0.4107092483552757,0.31602948952976495,0.6373298323827885,0.42262792258173343,0.32114417059814154,0.6511220144711705,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
Overall_Uncertainty,0.8876488942284766,0.8985795884794717,0.8809748403100691,0.9390154944310685,0.8849194545989382,0.8745910900290345,0.9089512005076513,0.8823181789925022,0.866750773954346,0.9174980628188872,0.8910864582591517,0.8816611166471002,0.9133421078247811,0.8881743706843164,0.8737926933830608,0.9225976111924832,0.887127383632681,0.8779551675412096,0.9077789376545826,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
Aleatoric_Uncertainty,0.8596149143454702,0.8669904055354763,0.852746083423315,0.8997078328868471,0.8577732236459539,0.8501513107525607,0.8755076745120774,0.8530262599116102,0.8427088771207625,0.8763419202342343,0.863863672812165,0.8557331511847712,0.8830619202150688,0.8582626277252186,0.8482267224311387,0.8822840526549198,0.860956995028965,0.8531361986268069,0.8785657820203272,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
IQR,0.08747405418041407,0.08877327715109583,0.08193560270454316,0.1044785606455215,0.08714963282323794,0.08483454188587859,0.09253632079166059,0.08965550148459185,0.08229698605047928,0.10628458754435802,0.08606732647958915,0.08550446309453334,0.08739639133121305,0.08872328274134222,0.08214475995801411,0.1044692953388566,0.08623425375956839,0.08639248476212223,0.08587799131823551,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
Std,0.07340411759321708,0.07665365719396335,0.07120084511715376,0.08917808493288533,0.07259269409527924,0.0695449626840285,0.07968406915059101,0.07348292419251541,0.06624008114230154,0.08985060888079403,0.07335329838432374,0.07218779133180021,0.07610535953975885,0.0739115065267265,0.0679578409414981,0.08816189318556349,0.07290055801014923,0.0718126381176748,0.07535004635700882,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
Mean_Prediction,0.5197325251220082,0.575656671169969,0.5976938910000811,0.5250399318726805,0.5057680342153577,0.5095521381281822,0.49696328849693494,0.5853740826837509,0.6087190111414371,0.532618220736066,0.4774029225821929,0.4751750763041579,0.48266343918634896,0.575688423302101,0.5962059832845691,0.5265786506989032,0.46419893560742553,0.4572585716953475,0.47982539913952776,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
Epistemic_Uncertainty,0.028033979883006377,0.031589182943995375,0.02822875688675408,0.039307661544221384,0.027146230952984296,0.024439779276473783,0.033443525995573875,0.029291919080892015,0.024041896833583487,0.041156142584652944,0.02722278544698664,0.025927965462329006,0.030280187609712295,0.02991174295909782,0.025565970951922035,0.040313558537563354,0.0261703886037159,0.024818968914402717,0.029213155634255417,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
Jitter,0.10841604823747669,0.13046522874552693,0.10277384423157036,0.1940688775510204,0.10291027653665011,0.09009427121102255,0.1327301944399809,0.107780735482599,0.08154163407523293,0.16707697252129264,0.10882573590183718,0.09966966831078361,0.13044556042312225,0.11046325754636464,0.08739754661972601,0.1656721527320608,0.10638428956488274,0.09789912695323331,0.12548891949417806,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
Label_Stability,0.8629166666666667,0.8274881516587679,0.8669387755102042,0.736875,0.8717633136094675,0.8892724196277497,0.8310236220472441,0.8596135265700483,0.8968641114982577,0.7754330708661418,0.8650467289719624,0.8771618625277161,0.8364397905759163,0.856958174904943,0.889811320754717,0.7783225806451612,0.8688301886792453,0.8797820163487738,0.8441717791411044,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
TPR,0.6560509554140127,0.49333333333333335,1.0,0.0,0.6868686868686869,1.0,0.0,0.5170068027210885,1.0,0.0,0.7191358024691358,1.0,0.0,0.5478723404255319,1.0,0.0,0.7279151943462897,1.0,0.0,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 0.6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",42,0.06431680000000001
