Metric,overall,sex_priv,sex_priv_correct,sex_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,sex&race_priv,sex&race_priv_correct,sex&race_priv_incorrect,sex&race_dis,sex&race_dis_correct,sex&race_dis_incorrect,Model_Name,Model_Params
Statistical_Bias,0.4057529795538864,0.4001343172873597,0.3169331725707535,0.6144830290996335,0.4071559827944037,0.3004531970056693,0.6554290001217344,0.3957012901929103,0.2936802516746284,0.6456528345627011,0.41223491007638496,0.31046701039813884,0.6489902829029784,0.3986028317620757,0.30260901909319593,0.6414865054276307,0.4128491639661362,0.30507672530866176,0.6533657038968413,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
IQR,0.09550958855507456,0.10525364068192744,0.0972231068101904,0.12594247370741946,0.09307645837902019,0.08881125000457703,0.10300062432113002,0.09975033019444675,0.09052450314489616,0.12235360646584571,0.09277490469417099,0.09053709813642428,0.09798099352540564,0.09845549125747542,0.09091318926272436,0.11753903388848982,0.09258591908061635,0.09013958643663081,0.09804541754219381,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
Aleatoric_Uncertainty,0.8341547489465653,0.8473944293526388,0.8294688111585099,0.8935756830053099,0.8308487459102559,0.814779553611577,0.8682380870461588,0.8234975846111919,0.8060655316299036,0.8662061144153482,0.8410271259478811,0.8254581496243737,0.8772471796745898,0.8335962763406038,0.8181656290428339,0.8726389208456995,0.8347090066649346,0.8173921675720958,0.8733551231770024,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
Std,0.07146374471551348,0.07717838563711223,0.07145848963222383,0.0919143889039433,0.07003677520727995,0.06695926138030117,0.07719744714328175,0.07326600026127167,0.06717631519060815,0.08818572868439725,0.07030154254114604,0.06834026109981563,0.07486431646424117,0.07280812205187451,0.06737321173991735,0.08655953941837012,0.07012951362320047,0.06840140184127642,0.07398615333164069,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
Overall_Uncertainty,0.8605559997706556,0.879359174256425,0.8575772776072988,0.9354752469795972,0.8558607692185878,0.8382976996759444,0.8967260215796203,0.8522349778271725,0.8310009672568217,0.9042583037245322,0.865921892425799,0.8496022323636682,0.9038883554718957,0.8617643502266639,0.8429623188961622,0.9093372751367249,0.8593567689407304,0.8414997062320748,0.8992085064490716,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
Mean_Prediction,0.5235114544231775,0.5787398201976752,0.6026386729026747,0.5171698945847953,0.5097207027327408,0.5134076310039558,0.5011420625426304,0.5971463876467995,0.6225649757841047,0.5348708467104017,0.47602724514813155,0.47214005640093004,0.4850704977258178,0.5857281613231033,0.6089157210203067,0.5270589666529982,0.4617643075753266,0.4520867797264721,0.4833617172867945,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
Jitter,0.12160636982065523,0.15213076699874298,0.12115467239527392,0.23193358699411962,0.11398430141287298,0.09840533167581765,0.15023300658846223,0.12169575076407403,0.09570179092044981,0.18538095238095223,0.12154873164218973,0.10787691468569596,0.15335518663423814,0.1245146271436333,0.1000811995885888,0.18633611833995284,0.11872006160954966,0.10612690978030544,0.14682429069188635,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
Label_Stability,0.8271969696969697,0.7793364928909953,0.8276315789473685,0.6549152542372881,0.8391479289940827,0.8621319796954314,0.7856692913385827,0.8231884057971015,0.8648979591836735,0.721,0.8297819314641744,0.848641425389755,0.7859067357512953,0.82212927756654,0.8595225464190981,0.72751677852349,0.8322264150943396,0.8504918032786885,0.7914634146341464,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
TPR,0.6602972399150743,0.56,1.0,0.0,0.6792929292929293,1.0,0.0,0.5374149659863946,1.0,0.0,0.7160493827160493,1.0,0.0,0.5638297872340425,1.0,0.0,0.7243816254416962,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
TNR,0.7384615384615385,0.8088235294117647,1.0,0.0,0.7171492204899778,1.0,0.0,0.8052434456928839,1.0,0.0,0.6823899371069182,1.0,0.0,0.8017751479289941,1.0,0.0,0.6518218623481782,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
