Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Mean,0.5227476423612366,0.5767548170162151,0.5092618271515318,0.5956999469165104,0.4757036328816674,0.6156529217420513,0.4616152927774947,103,RandomForestClassifier,Run_1
Std,0.06875151845576064,0.07513460835751326,0.06715763446845908,0.0692742660441543,0.06841441954361889,0.08147430151939525,0.06817851100752485,103,RandomForestClassifier,Run_1
IQR,0.09253064622151719,0.10245386284912823,0.09005277792752199,0.0920855698659776,0.09281765807695859,0.10864901348554189,0.09193853539492453,103,RandomForestClassifier,Run_1
Entropy,0.18144307102964338,0.21587122236398607,0.17284621903964775,0.1812609676950406,0.18156050215195732,0.0,0.17932422097865464,103,RandomForestClassifier,Run_1
Jitter,0.11829777365491657,0.14245091401489512,0.11226663446443665,0.11973972197574678,0.117367919130269,0.16477427334570485,0.11623719676549886,103,RandomForestClassifier,Run_1
Per_Sample_Accuracy,0.6898484848484848,0.7129857819905213,0.6840710059171599,0.705024154589372,0.6800623052959502,0.7052525252525254,0.6716603773584905,103,RandomForestClassifier,Run_1
Label_Stability,0.8319696969696969,0.788436018957346,0.8428402366863906,0.8262801932367151,0.8356386292834891,0.7418181818181819,0.8369056603773586,103,RandomForestClassifier,Run_1
TPR,0.673036093418259,0.6,0.6868686868686869,0.564625850340136,0.7222222222222222,0.5294117647058824,0.7314487632508834,103,RandomForestClassifier,Run_1
TNR,0.7350427350427351,0.7867647058823529,0.7193763919821826,0.797752808988764,0.6823899371069182,0.7846153846153846,0.6518218623481782,103,RandomForestClassifier,Run_1
PPV,0.6716101694915254,0.6081081081081081,0.6834170854271356,0.6058394160583942,0.6985074626865672,0.5625,0.7064846416382252,103,RandomForestClassifier,Run_1
FNR,0.32696390658174096,0.4,0.31313131313131315,0.43537414965986393,0.2777777777777778,0.47058823529411764,0.26855123674911663,103,RandomForestClassifier,Run_1
FPR,0.26495726495726496,0.21323529411764705,0.2806236080178174,0.20224719101123595,0.31761006289308175,0.2153846153846154,0.3481781376518219,103,RandomForestClassifier,Run_1
Accuracy,0.7073863636363636,0.7203791469194313,0.7041420118343196,0.714975845410628,0.7024922118380063,0.696969696969697,0.6943396226415094,103,RandomForestClassifier,Run_1
F1,0.672322375397667,0.6040268456375839,0.6851385390428212,0.5845070422535211,0.7101669195751138,0.5454545454545454,0.71875,103,RandomForestClassifier,Run_1
Selection-Rate,0.44696969696969696,0.35071090047393366,0.4710059171597633,0.3309178743961353,0.5218068535825545,0.32323232323232326,0.5528301886792453,103,RandomForestClassifier,Run_1
Positive-Rate,1.0021231422505308,0.9866666666666667,1.005050505050505,0.9319727891156463,1.0339506172839505,0.9411764705882353,1.0353356890459364,103,RandomForestClassifier,Run_1
Mean,0.5234445918749269,0.5775910908978176,0.5099239867934713,0.5957014744287659,0.4768490320972175,0.6154410294958144,0.4626302270699241,203,RandomForestClassifier,Run_2
Std,0.06944792255011567,0.07473682182929321,0.06812726249342164,0.07038346654184867,0.06884462782647477,0.08150429408921388,0.06886359768575116,203,RandomForestClassifier,Run_2
IQR,0.0924448894027502,0.10145661132110577,0.09019462511307796,0.09510471401670874,0.09072967539935636,0.1130321465478059,0.09062507382238916,203,RandomForestClassifier,Run_2
Entropy,0.16992676907331727,0.2015595321513678,0.16202793710944904,0.17090615570974754,0.1692952019900118,0.0,0.1676683248373016,203,RandomForestClassifier,Run_2
Jitter,0.11333797155225743,0.1353593190830838,0.10783914986112803,0.11487725524992616,0.11234534935469523,0.15735312306741153,0.11159029649595714,203,RandomForestClassifier,Run_2
Per_Sample_Accuracy,0.6904545454545454,0.7128909952606636,0.6848520710059172,0.7072463768115942,0.6796261682242991,0.7080808080808082,0.6716981132075471,203,RandomForestClassifier,Run_2
Label_Stability,0.8342424242424242,0.7969668246445499,0.8435502958579881,0.8320772946859903,0.8356386292834891,0.7571717171717173,0.8363773584905659,203,RandomForestClassifier,Run_2
TPR,0.6751592356687898,0.6133333333333333,0.6868686868686869,0.5782312925170068,0.7191358024691358,0.5588235294117647,0.7279151943462897,203,RandomForestClassifier,Run_2
TNR,0.7384615384615385,0.7941176470588235,0.7216035634743875,0.8052434456928839,0.6823899371069182,0.8153846153846154,0.6558704453441295,203,RandomForestClassifier,Run_2
PPV,0.6751592356687898,0.6216216216216216,0.6851385390428212,0.6204379562043796,0.6976047904191617,0.6129032258064516,0.7079037800687286,203,RandomForestClassifier,Run_2
FNR,0.3248407643312102,0.38666666666666666,0.31313131313131315,0.4217687074829932,0.2808641975308642,0.4411764705882353,0.27208480565371024,203,RandomForestClassifier,Run_2
FPR,0.26153846153846155,0.20588235294117646,0.27839643652561247,0.1947565543071161,0.31761006289308175,0.18461538461538463,0.3441295546558704,203,RandomForestClassifier,Run_2
Accuracy,0.7102272727272727,0.7298578199052133,0.7053254437869823,0.7246376811594203,0.7009345794392523,0.7272727272727273,0.6943396226415094,203,RandomForestClassifier,Run_2
F1,0.6751592356687898,0.6174496644295302,0.6860025220680959,0.5985915492957746,0.7082066869300911,0.5846153846153846,0.7177700348432056,203,RandomForestClassifier,Run_2
Selection-Rate,0.4460227272727273,0.35071090047393366,0.46982248520710057,0.3309178743961353,0.5202492211838006,0.31313131313131315,0.5490566037735849,203,RandomForestClassifier,Run_2
Positive-Rate,1.0,0.9866666666666667,1.0025252525252526,0.9319727891156463,1.0308641975308641,0.9117647058823529,1.028268551236749,203,RandomForestClassifier,Run_2
Mean,0.5238079980305217,0.5786115299530693,0.5101233291125838,0.597721860578484,0.476143918443518,0.6198454726806037,0.4621925747472089,303,RandomForestClassifier,Run_3
Std,0.06861564344612939,0.07396231637321826,0.06728055707025275,0.06984046303083202,0.06782580651767628,0.08130166137011371,0.06789996887781202,303,RandomForestClassifier,Run_3
IQR,0.09282306762085277,0.10200015295936994,0.09053151140022896,0.09507232959996806,0.09137260896142327,0.11336840639497692,0.09125029228662151,303,RandomForestClassifier,Run_3
Entropy,0.1694250777624767,0.2011450358832821,0.16150447283526967,0.16367188541449257,0.17313508030463468,0.0,0.1707578961071309,303,RandomForestClassifier,Run_3
Jitter,0.11357683982683982,0.1370770867588743,0.10770873082960995,0.10970127181307288,0.11607603789179226,0.15136672850958832,0.11430727762803249,303,RandomForestClassifier,Run_3
Per_Sample_Accuracy,0.6911174242424243,0.7119431279620853,0.6859171597633135,0.7080676328502415,0.6801869158878504,0.7076767676767678,0.6726792452830188,303,RandomForestClassifier,Run_3
Label_Stability,0.8421590909090908,0.8022748815165875,0.8521183431952662,0.8472463768115942,0.8388785046728972,0.7781818181818181,0.8421132075471698,303,RandomForestClassifier,Run_3
TPR,0.673036093418259,0.5733333333333334,0.6919191919191919,0.564625850340136,0.7222222222222222,0.5,0.734982332155477,303,RandomForestClassifier,Run_3
TNR,0.7350427350427351,0.8014705882352942,0.7149220489977728,0.8127340823970037,0.6698113207547169,0.8461538461538461,0.6437246963562753,303,RandomForestClassifier,Run_3
PPV,0.6716101694915254,0.6142857142857143,0.681592039800995,0.6240601503759399,0.6902654867256637,0.6296296296296297,0.7027027027027027,303,RandomForestClassifier,Run_3
FNR,0.32696390658174096,0.4266666666666667,0.30808080808080807,0.43537414965986393,0.2777777777777778,0.5,0.26501766784452296,303,RandomForestClassifier,Run_3
FPR,0.26495726495726496,0.19852941176470587,0.28507795100222716,0.18726591760299627,0.330188679245283,0.15384615384615385,0.3562753036437247,303,RandomForestClassifier,Run_3
Accuracy,0.7073863636363636,0.7203791469194313,0.7041420118343196,0.7246376811594203,0.6962616822429907,0.7272727272727273,0.6924528301886792,303,RandomForestClassifier,Run_3
F1,0.672322375397667,0.593103448275862,0.6867167919799498,0.5928571428571429,0.7058823529411765,0.5573770491803278,0.7184801381692574,303,RandomForestClassifier,Run_3
Selection-Rate,0.44696969696969696,0.33175355450236965,0.4757396449704142,0.321256038647343,0.5280373831775701,0.2727272727272727,0.5584905660377358,303,RandomForestClassifier,Run_3
Positive-Rate,1.0021231422505308,0.9333333333333333,1.0151515151515151,0.9047619047619048,1.0462962962962963,0.7941176470588235,1.0459363957597174,303,RandomForestClassifier,Run_3
