Metric,overall,sex_priv,sex_priv_correct,sex_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,sex&race_priv,sex&race_priv_correct,sex&race_priv_incorrect,sex&race_dis,sex&race_dis_correct,sex&race_dis_incorrect,Model_Seed,Model_Name,Model_Params,Run_Number
Mean,0.5201637831464546,0.5709577379386311,0.5937116844937487,0.5198488733686749,0.5074803222456863,0.5097795399843118,0.5026629136504708,0.5815948274899052,0.6024407535735965,0.5344863173637684,0.4805493713735752,0.4765088318596089,0.4888027956888333,0.6024862829965527,0.6282895147103373,0.5484607665958162,0.46733350138385443,0.45678635818464985,0.48819077332834876,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
Std,0.07389145136162972,0.07492865972268087,0.0744732390259341,0.07595160467229668,0.07363245613774594,0.07235473062816304,0.07630959530068154,0.07143379240416552,0.06817504552201474,0.0787980471693409,0.07547629685756457,0.07585559339275502,0.07470152526198601,0.07514238896150774,0.07392102380474366,0.07769962225848251,0.07563194695898126,0.07606072854945699,0.07478401931938879,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
IQR,0.08165415654814141,0.07799228296859631,0.07942054351592964,0.07478419004689377,0.08256854154847754,0.07944165788350022,0.08912010732271569,0.08189095971740254,0.07739458008544656,0.09205206959434246,0.08150145170067395,0.08079764078460486,0.08293909390363975,0.07931444770277304,0.0795464828618921,0.07882862408836752,0.08248998227930827,0.08113067663802766,0.08517804736768343,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
Aleatoric_Uncertainty,0.8677530980841435,0.8802094169506014,0.8650541518602728,0.9142504739227238,0.8646427036689689,0.8536060339546194,0.8877671544990342,0.8683997325307925,0.8605999030121878,0.88602611892323,0.8673361095157438,0.8528268803460424,0.8969734449287355,0.8743578850601713,0.8608621712756437,0.9026145357965256,0.8635226904782783,0.849284786173331,0.8916785461824436,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
Overall_Uncertainty,0.895925670126242,0.9108862043704447,0.8970523060214953,0.9419592683542385,0.8921899627587547,0.8809974047450798,0.915641036692169,0.8966270731488567,0.8873478142159132,0.91759673703669,0.895473363504182,0.8822072610518721,0.922571421120038,0.9068382766710951,0.8945811662140879,0.9325016016904539,0.89146018799615,0.8784052016209162,0.9172767902662754,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
Jitter,0.15181354359925758,0.16819421607505544,0.1269052278445617,0.2609356357927798,0.14772322183311207,0.1218581418581419,0.20191672273305009,0.1398639455782313,0.11222640972765427,0.2023204242326857,0.15951935914552712,0.12998153321653502,0.2198549182706259,0.16243248814677633,0.12934511117880024,0.23170918367346938,0.156609934539854,0.13113636363636377,0.20698463655124832,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
Per_Sample_Accuracy,0.6725378787878789,0.692132701421801,0.9020547945205478,0.2206153846153846,0.6676449704142012,0.9060139860139861,0.1682051282051282,0.6859903381642513,0.9176306620209059,0.1625196850393701,0.6638629283489097,0.8969373549883992,0.18777251184834126,0.668888888888889,0.9020895522388059,0.180625,0.6535471698113208,0.8957954545454545,0.17449438202247192,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
Label_Stability,0.7834090909090908,0.7554502369668246,0.82,0.6104615384615385,0.7903905325443789,0.8353846153846154,0.6961172161172162,0.7992270531400968,0.8441811846689895,0.6976377952755907,0.773208722741433,0.8243155452436196,0.6688151658767773,0.7620202020202022,0.8101492537313432,0.6612499999999999,0.7781886792452831,0.823409090909091,0.6887640449438202,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
TPR,0.7006369426751592,0.6,1.0,0.0,0.7196969696969697,1.0,0.0,0.5986394557823129,1.0,0.0,0.7469135802469136,1.0,0.0,0.5,1.0,0.0,0.7561837455830389,1.0,0.0,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
TNR,0.6632478632478632,0.7426470588235294,1.0,0.0,0.6391982182628062,1.0,0.0,0.7453183520599251,1.0,0.0,0.5943396226415094,1.0,0.0,0.7692307692307693,1.0,0.0,0.5587044534412956,1.0,0.0,164,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 164, 'splitter': 'best'}",Run_1
