Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params
Mean_Prediction,0.02338814870099657,0.020879277371473874,0.014551066230899681,0.08659531613897513,0.026703442957865843,0.01869129516250019,0.09084088737001403,0.02168490439584689,0.014703140632982234,0.11396805606790478,0.032860766082633414,0.02738661317408495,0.04921436753898889,0.0222189304821335,0.015429652625517105,0.09519325443791223,0.03695816621083157,0.02867483314375174,0.06242174563926218,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Overall_Uncertainty,0.022109354045483462,0.019717930197384468,0.013373853681760627,0.08559872478270894,0.025269449844757153,0.012728656266481021,0.12565881753417363,0.015863173306577848,0.010335890560804004,0.08892137024466917,0.056847576893087906,0.0321752086879825,0.13055433725425186,0.018275314759972384,0.011666900769976264,0.08930562954815152,0.06660744635914242,0.03326687986791322,0.16909881742477292,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Aleatoric_Uncertainty,0.00880426122377206,0.007275036225613205,0.0050802795799202195,0.03006673985396343,0.01082502282848198,0.005083053146496294,0.056789634403372424,0.004205585095572055,0.0028860540093150104,0.02164680646956638,0.034379863791647806,0.020232047394656137,0.07664535302794367,0.006188770072972084,0.004031411973615563,0.029377060809613966,0.039159810034571786,0.01985799196565196,0.09849502854273273,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Statistical_Bias,0.09835027858924761,0.08951824527503602,0.004389973255118144,0.9735426085587988,0.11002117975445579,0.003658003697706306,0.9614610765303452,0.07148192204923043,0.0032576184121268182,0.97325316125256,0.2477790248985545,0.00974961887694658,0.9588731623844902,0.08620918054971576,0.003714652303943904,0.9728988338416932,0.23926059826017793,0.009210443568200383,0.9464518145355163,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
IQR,0.010310138925750185,0.00966650762373445,0.007015758113395715,0.037193521769559784,0.011160651717699548,0.005619179905022872,0.05552027281113645,0.007520995946884862,0.005279674848515392,0.03714619981968778,0.025821997196221993,0.0143128778109531,0.06020458655472969,0.008570241223429049,0.005874469634633117,0.037545651183984084,0.03050349710723489,0.014141564312778064,0.08080129051241698,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Std,0.00964055153923407,0.008739250929313203,0.0057720046294114525,0.039552962505216005,0.010831555916629492,0.005648357214975093,0.05232319175449612,0.007853526910401297,0.005019141058775565,0.04531770764277688,0.01957911438034503,0.010552881373300545,0.046544275879377296,0.008439297805984304,0.005307630978669315,0.04209991302963989,0.02358237517058737,0.011515759412557353,0.060676045834161134,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Epistemic_Uncertainty,0.013305092821711401,0.012442893971771264,0.008293574101840407,0.05553198492874551,0.014444427016275173,0.007645603119984727,0.0688691831308012,0.011657588211005793,0.007449836551488994,0.0672745637751028,0.0224677131014401,0.011943161293326364,0.05390898422630819,0.012086544687000302,0.0076354887963607015,0.05992856873853755,0.02744763632457064,0.01340888790226126,0.07060378888204019,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Label_Stability,0.9875160256410258,0.9882319819819819,0.9917283950617284,0.9519230769230769,0.9865699404761905,0.9932203389830508,0.9333333333333335,0.9906220457553413,0.9937156802928615,0.9497311827956989,0.970241850683491,0.983017543859649,0.9320754716981131,0.9893298520452568,0.9929223744292237,0.9507157464212681,0.9664646464646465,0.9844712182061579,0.9111111111111111,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Jitter,0.009298740053050399,0.00865563839701771,0.00609621115368242,0.035234305923961054,0.010148552955665024,0.005163394448412975,0.0500548720614565,0.006916110861188802,0.004609623193284377,0.03740266963292557,0.022549766126400556,0.013226860254083504,0.05040121448709614,0.007874313495993516,0.005193407862278902,0.036689937239968905,0.02583072100313482,0.012832940959239304,0.06578685965659131,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
TPR,0.9906115879828327,0.9911627906976744,1.0,0.0,0.9898605830164765,1.0,0.0,0.9908060067422617,1.0,0.0,0.989247311827957,1.0,0.0,0.9908151549942594,1.0,0.0,0.9877049180327869,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
TNR,0.1388888888888889,0.13302752293577982,1.0,0.0,0.14485981308411214,1.0,0.0,0.17110266159695817,1.0,0.0,0.08875739644970414,1.0,0.0,0.15028901734104047,1.0,0.0,0.09302325581395349,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
PPV,0.9084870848708487,0.9185344827586207,1.0,0.0,0.8951289398280803,1.0,0.0,0.9368299043755434,1.0,0.0,0.749185667752443,1.0,0.0,0.9215162840363054,1.0,0.0,0.7554858934169278,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
FNR,0.009388412017167383,0.008837209302325582,0.0,1.0,0.010139416983523447,0.0,1.0,0.009193993257738278,0.0,1.0,0.010752688172043012,0.0,1.0,0.009184845005740528,0.0,1.0,0.012295081967213115,0.0,1.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
FPR,0.8611111111111112,0.8669724770642202,0.0,1.0,0.8551401869158879,0.0,1.0,0.8288973384030418,0.0,1.0,0.9112426035502958,0.0,1.0,0.8497109826589595,0.0,1.0,0.9069767441860465,0.0,1.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Accuracy,0.9021634615384615,0.9121621621621622,1.0,0.0,0.8889508928571429,1.0,0.0,0.9296653431650596,1.0,0.0,0.749211356466877,1.0,0.0,0.9148825065274151,1.0,0.0,0.7545454545454545,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
