Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Std,0.07551787995906464,0.07744529584276187,0.07503659622952605,0.07420354096851654,0.07636544435483865,0.0746687864443272,0.07636056522086067,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Mean_Prediction,0.5204511019779222,0.5738259162785557,0.5071231897679415,0.5804859627961175,0.4817370328521701,0.5729522335145184,0.46834620539631927,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
IQR,0.0916987291891033,0.09071147302736436,0.0919452511419162,0.09307002251367893,0.09081443723213396,0.09203681353242661,0.09136319642572961,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Overall_Uncertainty,0.8998205642933336,0.9090313109932538,0.8975206026913416,0.8953116743029628,0.9027281662497408,0.9001482263411471,0.8994953751666358,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Statistical_Bias,0.42163551737785065,0.4168499098723778,0.4228305033940101,0.4170204754101999,0.4246115724784852,0.41595002492569894,0.42727810045300496,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Aleatoric_Uncertainty,0.8706990243197612,0.8758549237078488,0.8694115748867596,0.8656545344578683,0.8739520131092062,0.8699435103243908,0.8714488363227139,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Epistemic_Uncertainty,0.029121539973572363,0.03317638728540506,0.02810902780458202,0.029657139845094438,0.02877615314053461,0.03020471601675634,0.028046538843921942,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Jitter,0.14866419294990726,0.16453041880259212,0.14470233063639631,0.13656314699792985,0.15646767118062166,0.14293318848451927,0.1543519445514059,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Label_Stability,0.7835606060606061,0.757914691943128,0.7899644970414201,0.8052173913043479,0.7695950155763239,0.7947528517110266,0.7724528301886793,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
TPR,0.6900212314225053,0.5733333333333334,0.7121212121212122,0.5850340136054422,0.7376543209876543,0.601063829787234,0.7491166077738516,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
TNR,0.6905982905982906,0.8161764705882353,0.6525612472160356,0.7602996254681648,0.6320754716981132,0.772189349112426,0.5789473684210527,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
PPV,0.642292490118577,0.6323529411764706,0.6438356164383562,0.5733333333333334,0.6713483146067416,0.5947368421052631,0.6708860759493671,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
FNR,0.3099787685774947,0.4266666666666667,0.2878787878787879,0.41496598639455784,0.2623456790123457,0.39893617021276595,0.2508833922261484,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
FPR,0.3094017094017094,0.18382352941176472,0.34743875278396436,0.2397003745318352,0.36792452830188677,0.22781065088757396,0.42105263157894735,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Accuracy,0.6903409090909091,0.7298578199052133,0.6804733727810651,0.6980676328502415,0.6853582554517134,0.7110266159695817,0.6698113207547169,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
F1,0.6653019447287615,0.6013986013986014,0.6762589928057554,0.5791245791245792,0.7029411764705882,0.5978835978835979,0.7078464106844741,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Selection-Rate,0.4791666666666667,0.3222748815165877,0.5183431952662721,0.36231884057971014,0.5545171339563862,0.3612167300380228,0.5962264150943396,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
Sample_Size,1056.0,211.0,845.0,414.0,642.0,526.0,530.0,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",,0.040397616666666664
