Metric,overall,sex_priv,sex_priv_correct,sex_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,sex&race_priv,sex&race_priv_correct,sex&race_priv_incorrect,sex&race_dis,sex&race_dis_correct,sex&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Aleatoric_Uncertainty,0.9079228906658654,0.9139339641122654,0.8986081914392207,0.9461631625276387,0.9064219007283619,0.89858131141514,0.9250825032938306,0.9025702647395923,0.891870785470872,0.9267494029295349,0.9113745840201912,0.9028601690414114,0.9314793021114458,0.9072966623796926,0.8967410038221043,0.9321058216647246,0.908544392700822,0.9004320359280767,0.9271373097762445,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
Mean_Prediction,0.5240994439804834,0.5762226134397022,0.5948270237037261,0.5370986330315344,0.5110840726717316,0.5124971940987276,0.5077208436754815,0.5829737465140652,0.6019531703384382,0.5400832375566239,0.4861337722532203,0.4816752438830243,0.49666150154619637,0.5747795133113591,0.5915162747688103,0.5354427937075406,0.4738018657388972,0.465383711351449,0.4930956481548499,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
IQR,0.05378713895231291,0.05012348383129891,0.046871391383319735,0.05696244294984334,0.05470196881093297,0.054079329480402304,0.056183850417595965,0.05238018340091532,0.049804389091866075,0.05820107290246755,0.054694428046204814,0.05451430230440916,0.05511975113285319,0.05187344596243386,0.04950689977272858,0.05743558318537177,0.0556863889762306,0.05585843900411178,0.05529206313593149,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
Std,0.03971148500119152,0.03747687864496107,0.03477653570332399,0.04315554100752141,0.04026947546410823,0.039826423848026184,0.04132393831038348,0.0392311921124445,0.037105481620818136,0.04403496306596232,0.040021206583654545,0.03995674849218648,0.04017340867397964,0.038703081222256776,0.03678773626809553,0.04320475184700518,0.04071227818556826,0.04090810870521318,0.040263449230605666,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
Statistical_Bias,0.4266668589218814,0.4263663129363929,0.34076890416080935,0.6063726284497524,0.4267419064993229,0.3400179609746237,0.6331448968481072,0.4238194618120491,0.3326050454113547,0.6299496784025949,0.42850303088990416,0.3449733748156055,0.6257379779553948,0.4229413344816347,0.33758380771880464,0.623558706300006,0.4303642661965414,0.3427431301535446,0.6311853792391863,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
Overall_Uncertainty,0.9136493218001831,0.9190413381623638,0.9031664266459752,0.9524253432630045,0.9123029129807511,0.9044333419117323,0.9310324921250158,0.9082292838976915,0.8970505604546833,0.9334914384500015,0.9171444864288927,0.9087297707258559,0.937013788952817,0.9127825207084266,0.9018225521732951,0.9385419372018252,0.9145095809969074,0.9065531590675047,0.9327451070338614,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
Epistemic_Uncertainty,0.0057264311343177,0.005107374050098423,0.0045582352067545795,0.006262180735365885,0.005881012252389128,0.005852030496592331,0.005949988831185249,0.005659019158099188,0.0051797749838113916,0.006742035520466594,0.005769902408701455,0.005869601684444503,0.0055344868413711445,0.005485858328733939,0.00508154835119079,0.006436115537100662,0.005965188296085389,0.00612112313942792,0.005607797257616842,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
Jitter,0.07814625850340143,0.09330496179514462,0.06697302697302673,0.14867947178871527,0.07436106750392463,0.06538844109072274,0.09571591836734683,0.0746130336192447,0.05810424518239356,0.11192029567732673,0.0804246932417827,0.07052626815693039,0.1037974142536595,0.07923488787149865,0.06250318013384189,0.11855972962433384,0.0770658452060071,0.06888778275537857,0.09580935479781977,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
Label_Stability,0.9001515151515153,0.8792417061611374,0.9138461538461539,0.806470588235294,0.9053727810650887,0.917983193277311,0.87536,0.9047342995169082,0.9269686411149825,0.8544881889763779,0.897196261682243,0.9109534368070954,0.8647120418848168,0.8975665399239544,0.9205420054200543,0.8435668789808917,0.9027169811320754,0.9138211382113822,0.8772670807453417,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
TPR,0.6496815286624203,0.44,1.0,0.0,0.6893939393939394,1.0,0.0,0.5102040816326531,1.0,0.0,0.7129629629629629,1.0,0.0,0.5319148936170213,1.0,0.0,0.7279151943462897,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",42,0.1622866
