Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Model_Params,Run_Number
Mean,0.5205358184550412,0.5742939834726527,0.5071121819831879,0.5933752595650427,0.4735645900756944,0.611255791953561,0.4591825655080541,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
Std,0.06937201848170835,0.07508171740798948,0.06794628301017544,0.07074038785269003,0.06848961206490708,0.08288126699808496,0.06855346038753769,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
IQR,0.09238279501274085,0.10270671496122474,0.08980486943980583,0.09455328977809685,0.09098313016405334,0.11409637700342985,0.09063319628649694,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
Aleatoric_Uncertainty,0.8343338864394436,0.8478855177338821,0.8309499879742052,0.8233450870574147,0.8414201215549575,0.8220821244262168,0.8352339700276019,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
Overall_Uncertainty,0.8597810832178803,0.8788809797882337,0.8550117599322654,0.850509625663389,0.8657598736034867,0.8600765773746569,0.8594745910909665,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
Jitter,0.11023113790970929,0.1342412225553732,0.10423572032363244,0.11285615695553565,0.10853836861847549,0.1606431663574548,0.10803850596842515,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
Per_Sample_Accuracy,0.6911553030303029,0.7124170616113744,0.6858461538461538,0.7096135265700483,0.6792523364485982,0.7103030303030302,0.6718490566037736,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
Label_Stability,0.8397348484848485,0.8013270142180094,0.8493254437869823,0.8339130434782609,0.8434890965732087,0.7519191919191919,0.8431698113207547,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
TPR,0.6815286624203821,0.6266666666666667,0.6919191919191919,0.5850340136054422,0.7253086419753086,0.6176470588235294,0.7385159010600707,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
TNR,0.7367521367521368,0.7867647058823529,0.7216035634743875,0.8089887640449438,0.6761006289308176,0.8153846153846154,0.6518218623481782,698,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 698, 'verbose': 0, 'warm_start': False}",Run_1
