Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Jitter,0.04412146781789635,0.04018960286817431,0.034953479999242004,0.09289338165172556,0.04931714650145775,0.038939495193542936,0.13010004001600628,0.03892761642376743,0.03699575893830237,0.06435210228669778,0.0730071460760961,0.034173359666447155,0.17985750513222998,0.04001236212500655,0.036009381454125425,0.08218834521760497,0.09181199752628308,0.04575777852124448,0.22247745609871902,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
Label_Stability,0.9498557692307692,0.9548986486486486,0.9629712163416898,0.873644859813084,0.9431919642857143,0.9571536523929471,0.8345098039215687,0.9580260918888258,0.9611718034787916,0.9166265060240965,0.9044164037854892,0.955784946236559,0.7630769230769231,0.9559477806788512,0.9619439679817039,0.8927710843373495,0.8791515151515151,0.9398360655737704,0.7069767441860466,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
TPR,0.9949034334763949,0.9948837209302326,1.0,0.0,0.9949302915082383,1.0,0.0,0.9941771376034324,1.0,0.0,1.0,1.0,,0.9945464982778416,1.0,0.0,1.0,1.0,,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
TNR,0.0763888888888889,0.06880733944954129,1.0,0.0,0.08411214953271028,1.0,0.0,0.12547528517110265,1.0,0.0,0.0,,0.0,0.0953757225433526,1.0,0.0,0.0,,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
PPV,0.9028724440116845,0.9133219470538002,1.0,0.0,0.8890147225368064,1.0,0.0,0.9337938975244675,1.0,0.0,0.7334384858044164,1.0,0.0,0.91715193223928,1.0,0.0,0.7393939393939394,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
FNR,0.00509656652360515,0.0051162790697674414,0.0,1.0,0.005069708491761723,0.0,1.0,0.0058228623965675755,0.0,1.0,0.0,0.0,,0.0054535017221584384,0.0,1.0,0.0,0.0,,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
FPR,0.9236111111111112,0.9311926605504587,0.0,1.0,0.9158878504672897,0.0,1.0,0.8745247148288974,0.0,1.0,1.0,,1.0,0.9046242774566474,0.0,1.0,1.0,,1.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
Accuracy,0.8995192307692308,0.9096283783783784,1.0,0.0,0.8861607142857143,1.0,0.0,0.9293817356778219,1.0,0.0,0.7334384858044164,1.0,0.0,0.9133159268929504,1.0,0.0,0.7393939393939394,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
F1,0.9466564573762124,0.9523597506678539,1.0,0.0,0.9389952153110048,1.0,0.0,0.9630399287516699,1.0,0.0,0.8462238398544131,1.0,0.0,0.9542825667860093,1.0,0.0,0.8501742160278746,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
Selection-Rate,0.9875,0.9890202702702703,0.9930362116991643,0.9485981308411215,0.9854910714285714,0.9886649874055415,0.9607843137254902,0.9852524106636416,0.9899298138541349,0.9236947791164659,1.0,1.0,1.0,0.9864229765013055,0.9905660377358491,0.9427710843373494,1.0,1.0,1.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
Sample_Size,4160.0,2368.0,2154.0,214.0,1792.0,1588.0,204.0,3526.0,3277.0,249.0,634.0,465.0,169.0,3830.0,3498.0,332.0,330.0,244.0,86.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.30198443333333336
