Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Overall_Uncertainty,0.020169141515575608,0.018284979232249907,0.012945931734670365,0.07372893401480665,0.022658927389970294,0.011679862423193207,0.11104594535483224,0.015864958078568938,0.010445547692689117,0.08749732600160956,0.044106918800884,0.025925226707611434,0.09888214308188233,0.01732401793745019,0.011285855525144457,0.0822250028844419,0.053189818195031206,0.028141101957407152,0.1314670564376064,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
Aleatoric_Uncertainty,0.0059052534542774916,0.0048831172373593875,0.0032960511709544294,0.02136418792694933,0.007255933455204988,0.0036038997472391406,0.03665664926579873,0.0031053028589152465,0.0020106752907227896,0.01757380757074941,0.021477218437317366,0.013178767065906413,0.04647761623979592,0.004231682744137436,0.0026668121999259787,0.021051640986213975,0.02532881654469086,0.01407830711128052,0.06048665852409818,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
Std,0.009615429534277747,0.008868384077359553,0.006229151033668037,0.03627580414646375,0.010602596745205365,0.005570702648560499,0.051111885583851414,0.008154987056426257,0.005328218511346583,0.04551848419663261,0.017737701106682092,0.010228499946080452,0.04036035776773513,0.00856126878054591,0.005557576778481837,0.040846350913160974,0.02185008313061999,0.011443668890912147,0.05437012762970701,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
Statistical_Bias,0.09845814659649274,0.08984659238260767,0.0042103806980131695,0.9791457137226273,0.10983770037912657,0.003317117175717746,0.9673821934409126,0.07169236453284307,0.0034039089178491693,0.9743115480245766,0.24731642349937719,0.006772885825825536,0.9719918914272921,0.08637384069279137,0.0035991232174787894,0.9760750984642491,0.2387093332970268,0.00708231732702742,0.9625437582032749,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
IQR,0.010354520128125497,0.009921698904014491,0.008073449653730655,0.029115056503115872,0.010926462459986469,0.005680893019413301,0.053155945734095725,0.008797110899311709,0.006598295886871637,0.037860480297612374,0.01901607366250628,0.010220127747558393,0.04551525249488092,0.009357235389569436,0.006847766844010453,0.03633017337619115,0.021929067245306445,0.009997678814361553,0.059214656092009245,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
Mean_Prediction,0.024633128054093966,0.021841896627271457,0.015440315002686658,0.0883198596518059,0.02832154101096657,0.020068350049003543,0.09476389653303256,0.022746787320571064,0.015406140232573718,0.11977356616918111,0.03512403882128917,0.031173745171298693,0.04702492348834913,0.02337317035813005,0.016308781103976246,0.09930451988743956,0.03925627343452376,0.03277624558232825,0.05950636047263469,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
Epistemic_Uncertainty,0.014263888061298116,0.013401861994890518,0.009649880563715936,0.05236474608785732,0.015402993934765307,0.008075962675954066,0.07438929608903351,0.012759655219653691,0.008434872401966328,0.06992351843086014,0.022629700363566634,0.01274645964170502,0.05240452684208641,0.013092335193312755,0.008619043325218477,0.061173361898227925,0.027861001650340347,0.014062794846126632,0.07098039791350821,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
Jitter,0.008197944297082226,0.007552811432121774,0.005555555555555551,0.028293545534924854,0.009050441297208537,0.004642409033877038,0.044537327295948115,0.006719867519445048,0.004547909083896119,0.035428253615128004,0.016418289278073928,0.009436878199555661,0.037450894805761616,0.007149245220731671,0.004801081194562532,0.03238840702348209,0.020369209334726596,0.010308045977011484,0.05181034482758617,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
Label_Stability,0.9890865384615386,0.9896959459459459,0.9922222222222221,0.9634615384615385,0.98828125,0.9939355918025932,0.9427609427609427,0.9907543959160521,0.9935936546674802,0.9532258064516128,0.9798107255520505,0.9885154061624649,0.9535864978902953,0.9903046127067016,0.9933409436834095,0.9576687116564419,0.974949494949495,0.9874666666666667,0.9358333333333334,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
TPR,0.9906115879828327,0.9911627906976744,1.0,0.0,0.9898605830164765,1.0,0.0,0.9908060067422617,1.0,0.0,0.989247311827957,1.0,0.0,0.9908151549942594,1.0,0.0,0.9877049180327869,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.3498276500000002
