Metric,overall,sex_priv,sex_priv_correct,sex_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,sex&race_priv,sex&race_priv_correct,sex&race_priv_incorrect,sex&race_dis,sex&race_dis_correct,sex&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Aleatoric_Uncertainty,0.8288795609849311,0.8506699397016051,0.8313329711810706,0.8971410414686958,0.823438413163371,0.8096437138648777,0.8564570508416924,0.8318299975923873,0.8223499711667736,0.8558946800574065,0.8269769429857303,0.8084337605645421,0.869798312700639,0.8375500913978621,0.8262313801494903,0.8670097508114325,0.8202744685373806,0.8012283334592885,0.862406827952554,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
Mean_Prediction,0.5189512372016907,0.5749213695526123,0.5984514951705933,0.5183730721473694,0.5049753189086914,0.5072201490402222,0.49960198998451233,0.5922276973724365,0.614119827747345,0.5366553068161011,0.47169822454452515,0.46669408679008484,0.4832543432712555,0.5798354148864746,0.6007328033447266,0.5254451036453247,0.458526611328125,0.4471070170402527,0.4837881028652191,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
IQR,0.09322320626145511,0.0977206958978662,0.09095560564290757,0.11397873538155709,0.09210016447058796,0.09004081588163472,0.09702936832205837,0.09165308455338225,0.08532219613441314,0.10772380130922693,0.09423571465264229,0.09347325726412237,0.09599644099314188,0.09277839567724742,0.08800758174375484,0.10519558262743361,0.0936646597846499,0.09253104231128954,0.09617235904390162,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
Std,0.07068225741386414,0.07257327437400818,0.06769300997257233,0.0843016654253006,0.07021006941795349,0.06847503036260605,0.07436300814151764,0.06876082718372345,0.06345239281654358,0.08223610371351242,0.07192131876945496,0.07154468446969986,0.07279106974601746,0.06955240666866302,0.0656871497631073,0.07961264997720718,0.07180359214544296,0.0710582509636879,0.07345239073038101,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
Statistical_Bias,0.40785022563068196,0.40595479314855487,0.31533082547103797,0.6237446509542004,0.40832352297237284,0.301939517762762,0.6629615434740921,0.40321780712420235,0.3027069031916283,0.6583608709530443,0.4108374861628978,0.30588458779883304,0.6532029421788823,0.4034273862597947,0.30796976556119166,0.6518787278041039,0.41223968508178893,0.3011280401877753,0.6580321116655162,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
Overall_Uncertainty,0.8584497224019242,0.8806019506591429,0.8596612775943726,0.9309271165728659,0.8529182192513052,0.8386758447965929,0.8870084006770419,0.8596219572997196,0.8471760271448519,0.8912154723082302,0.8576937952248411,0.8400202093712272,0.898507024412568,0.8662386882374876,0.8534090582417181,0.8996308758977097,0.8507195412141764,0.8319038129547341,0.8923422128183971,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
Epistemic_Uncertainty,0.02957016141699309,0.029932010957537836,0.028328306413301974,0.03378607510417009,0.029479806087934213,0.029032130931715194,0.03055134983534946,0.02779195970733228,0.0248260559780783,0.03532079225082363,0.030716852239110803,0.03158644880668515,0.028708711711929014,0.028688596839625546,0.02717767809222782,0.032621125086277236,0.030445072676795748,0.03067547949544569,0.02993538486584313,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
Jitter,0.11190166975881251,0.13589708869329753,0.10989179564443187,0.19839368005266636,0.10590991426156245,0.09551842213395412,0.1307827227276454,0.11474120082815736,0.09684326255755007,0.1601744287458584,0.11007057028418832,0.09942055393585993,0.13466442247001947,0.11561108093427501,0.09892373791621917,0.15904389152921417,0.10822025413939182,0.09784064858820234,0.13118119975262796,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
Label_Stability,0.8492424242424242,0.8085308056872038,0.8459060402684563,0.7187096774193549,0.8594082840236686,0.8731543624161073,0.8265060240963856,0.8379710144927536,0.8628956228956228,0.7747008547008546,0.8565109034267913,0.8708928571428572,0.8232989690721648,0.8387832699619772,0.861578947368421,0.7794520547945206,0.859622641509434,0.8740821917808218,0.8276363636363635,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
TPR,0.6602972399150743,0.5733333333333334,1.0,0.0,0.6767676767676768,1.0,0.0,0.5510204081632653,1.0,0.0,0.7098765432098766,1.0,0.0,0.5851063829787234,1.0,0.0,0.7102473498233216,1.0,0.0,XGBClassifier,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': None, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 200, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}",42,0.3579488333333333
