Metric,overall,sex_priv,sex_priv_correct,sex_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,sex&race_priv,sex&race_priv_correct,sex&race_priv_incorrect,sex&race_dis,sex&race_dis_correct,sex&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Aleatoric_Uncertainty,0.9123450427125209,0.920625077641404,0.9087794673951717,0.9472321406560186,0.9102774836947761,0.901140163841699,0.9299499969605433,0.9177452762926515,0.9096320875772343,0.9352722412274845,0.9088626490954274,0.8982131727090864,0.9320595283528034,0.9198895585007834,0.911255981277903,0.9394625751861952,0.9048574666660569,0.893942021256762,0.9275768239714495,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
Mean_Prediction,0.5199450050553764,0.5662002368694692,0.5791607442233473,0.5370889434284507,0.5083948820816799,0.5075953424932974,0.5101162788820407,0.584100423846899,0.5998844709860928,0.5500020624698616,0.47857375368514227,0.47198335451403867,0.4929290786122986,0.5724779023960666,0.5859827789164238,0.5418612568685486,0.46780858241159723,0.45686108092387334,0.4905946610895343,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
IQR,0.027083150256957164,0.026423801299132382,0.02550936566736344,0.028477764410490304,0.0272477924227572,0.02734224096926293,0.02704444611181017,0.02670026786210817,0.025062176258905618,0.03023904590566788,0.02733005572653269,0.028200555785067007,0.0254339169851708,0.02698261430915576,0.025844850916711147,0.029562015788921498,0.02718292744288837,0.028121424139944697,0.025229544782736243,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
Std,0.021596015090994986,0.02160183879099127,0.020988968179904716,0.022978440471277995,0.021594560888984076,0.021467455990035085,0.021868215839333214,0.02164960109403703,0.02040601126053998,0.024336134856477214,0.021561459631089366,0.021991386985871636,0.020624984204830967,0.02175753321017443,0.020903418727786727,0.023693879707513008,0.02143571597648859,0.02184738442702284,0.02057887117828358,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
Statistical_Bias,0.43621008148181445,0.4356389888592183,0.36190123437713334,0.6012653296959014,0.43635268567514907,0.3538639842723283,0.6139496286207745,0.4356656825651123,0.3527975981221014,0.6146860481939069,0.43656114246548217,0.3572167701719095,0.6093904682534623,0.4346209709642396,0.3575838435417682,0.609270359220153,0.4377871987124642,0.3533491515403617,0.6135361573613752,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
Overall_Uncertainty,0.9149482865790675,0.9230013147345278,0.9109979367741322,0.9499627483071091,0.912937412092911,0.9038342614256255,0.9325363596116566,0.9200703394958863,0.9115856897479686,0.9383997736841361,0.9116452804925206,0.901225721393032,0.9343413498181397,0.9222896295418931,0.9134207241083897,0.9423961542824444,0.9076623499782255,0.8969818528269468,0.9298926870721659,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
Epistemic_Uncertainty,0.002603243866546534,0.0023762370931238452,0.0022184693789605303,0.0027306076510905664,0.002659928398134892,0.002694097583926469,0.0025863626511133386,0.0023250632032348895,0.001953602170734259,0.0031275324566515383,0.002782631397093227,0.003012548683945626,0.0022818214653362867,0.0024000710411097304,0.0021647428304867322,0.0029335790962491393,0.002804883312168549,0.0030398315701847256,0.0023158631007164088,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
Jitter,0.04003014842300559,0.055196827546184365,0.051831143416269966,0.06275667189952994,0.03624296582538342,0.029285891132883036,0.051221443801401124,0.038483683328403726,0.03145309006995044,0.05367191151269655,0.041027401614851536,0.035372912801484156,0.05334410992119606,0.043431364941414086,0.03713055633212185,0.05771580681962229,0.036654601463226855,0.030482271120738615,0.049501661129567824,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
Label_Stability,0.9483712121212121,0.9273933649289099,0.9320547945205478,0.9169230769230768,0.9536094674556213,0.9621490467937608,0.935223880597015,0.9502415458937198,0.9601413427561838,0.9288549618320611,0.947165109034268,0.9534545454545454,0.9334653465346535,0.9436501901140685,0.9524383561643835,0.9237267080745342,0.9530566037735849,0.9597765363128492,0.9390697674418605,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
TPR,0.6263269639065817,0.48,1.0,0.0,0.6540404040404041,1.0,0.0,0.4421768707482993,1.0,0.0,0.7098765432098766,1.0,0.0,0.48404255319148937,1.0,0.0,0.7208480565371025,1.0,0.0,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.10668165
