Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Jitter,0.04164815541601258,0.03742657198014336,0.026669818993399014,0.14796501457725938,0.04722667638483967,0.03176410413789578,0.1731361932528105,0.027340919351291255,0.020098074124048182,0.11870144196674748,0.12121805188952538,0.08745086535640957,0.23308621407746874,0.0336026003090531,0.02379275530629749,0.13662070233498827,0.13502535559678447,0.09745414118955077,0.2672966172770463,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
Label_Stability,0.9424519230769232,0.9499493243243243,0.9661353104726599,0.7836190476190477,0.9325446428571429,0.9568922305764411,0.7342857142857143,0.9652750992626207,0.9764921946740128,0.8237837837837838,0.8155205047318611,0.8663655030800822,0.6470748299319729,0.9556657963446475,0.9704661138118387,0.8002402402402403,0.7890909090909092,0.8498054474708171,0.5753424657534246,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
TPR,0.990343347639485,0.9920930232558139,1.0,0.0,0.9879594423320659,1.0,0.0,0.992951271835734,1.0,0.0,0.9720430107526882,1.0,0.0,0.9922502870264064,1.0,0.0,0.9631147540983607,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
TNR,0.14351851851851852,0.11467889908256881,1.0,0.0,0.17289719626168223,1.0,0.0,0.10266159695817491,1.0,0.0,0.20710059171597633,1.0,0.0,0.11560693641618497,1.0,0.0,0.2558139534883721,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
PPV,0.9089118660758247,0.9170249355116079,1.0,0.0,0.8980414746543779,1.0,0.0,0.9321058688147296,1.0,0.0,0.7713310580204779,1.0,0.0,0.9186819027371778,1.0,0.0,0.7859531772575251,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
FNR,0.009656652360515022,0.007906976744186046,0.0,1.0,0.012040557667934094,0.0,1.0,0.007048728164266013,0.0,1.0,0.02795698924731183,0.0,1.0,0.007749712973593571,0.0,1.0,0.036885245901639344,0.0,1.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
FPR,0.8564814814814815,0.8853211009174312,0.0,1.0,0.8271028037383178,0.0,1.0,0.8973384030418251,0.0,1.0,0.7928994082840237,0.0,1.0,0.884393063583815,0.0,1.0,0.7441860465116279,0.0,1.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
Accuracy,0.9024038461538462,0.9113175675675675,1.0,0.0,0.890625,1.0,0.0,0.9265456608054453,1.0,0.0,0.7681388012618297,1.0,0.0,0.9130548302872062,1.0,0.0,0.7787878787878788,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
F1,0.9478818998716303,0.953083109919571,1.0,0.0,0.9408569704284853,1.0,0.0,0.9615669980709304,1.0,0.0,0.8601332064700286,1.0,0.0,0.9540499517041534,1.0,0.0,0.8655616942909761,1.0,0.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
Selection-Rate,0.9764423076923077,0.9822635135135135,0.9884151992585728,0.919047619047619,0.96875,0.9768170426065163,0.9030612244897959,0.9858196256381169,0.9917355371900827,0.9111969111969112,0.9242902208201893,0.9281314168377823,0.9115646258503401,0.9825065274151435,0.9885616242493566,0.918918918918919,0.906060606060606,0.914396887159533,0.8767123287671232,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
Sample_Size,4160.0,2368.0,2158.0,210.0,1792.0,1596.0,196.0,3526.0,3267.0,259.0,634.0,487.0,147.0,3830.0,3497.0,333.0,330.0,257.0,73.0,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 0.6, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",42,0.7193573666666667
