Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Mean,0.524939239025116,0.5537081956863403,0.5174117684364319,0.578065812587738,0.48757925629615784,0.5587742924690247,0.47219184041023254,104,XGBClassifier,Run_1
Std,0.0473925843834877,0.049991119652986526,0.04671268165111542,0.046949438750743866,0.047704216092824936,0.05348627641797066,0.04781336337327957,104,XGBClassifier,Run_1
IQR,0.06343697158224655,0.0669593088430901,0.06251535645664949,0.06345584698089766,0.06342369791480802,0.0728790694847703,0.06369214233618148,104,XGBClassifier,Run_1
Entropy,0.14184353575884603,0.18627735056126737,0.13021748385713722,0.0,0.14058500077559008,0.0,0.13135202972199003,104,XGBClassifier,Run_1
Jitter,0.08931913835322922,0.11960979659609841,0.08139362562301644,0.091426651839496,0.08783708048224169,0.12782828282828307,0.08156128691339977,104,XGBClassifier,Run_1
Per_Sample_Accuracy,0.6901799242424241,0.7236073059360731,0.6814336917562724,0.6885091743119266,0.6913548387096774,0.7200000000000001,0.6826760563380282,104,XGBClassifier,Run_1
Label_Stability,0.8807007575757576,0.8340639269406394,0.8929032258064517,0.8759174311926605,0.884064516129032,0.8179166666666667,0.8933199195171027,104,XGBClassifier,Run_1
TPR,0.6485943775100401,0.5945945945945946,0.6580188679245284,0.5060240963855421,0.7198795180722891,0.59375,0.7379310344827587,104,XGBClassifier,Run_1
TNR,0.7401433691756273,0.7862068965517242,0.7239709443099274,0.7962962962962963,0.6875,0.796875,0.6521739130434783,104,XGBClassifier,Run_1
PPV,0.6901709401709402,0.5866666666666667,0.7099236641221374,0.60431654676259,0.7264437689969605,0.59375,0.7482517482517482,104,XGBClassifier,Run_1
FNR,0.3514056224899598,0.40540540540540543,0.3419811320754717,0.4939759036144578,0.28012048192771083,0.40625,0.2620689655172414,104,XGBClassifier,Run_1
FPR,0.25985663082437277,0.21379310344827587,0.27602905569007263,0.2037037037037037,0.3125,0.203125,0.34782608695652173,104,XGBClassifier,Run_1
Accuracy,0.696969696969697,0.7214611872146118,0.6905615292712067,0.6857798165137615,0.7048387096774194,0.7291666666666666,0.7022132796780685,104,XGBClassifier,Run_1
F1,0.6687370600414079,0.5906040268456376,0.6829865361077111,0.5508196721311476,0.7231467473524962,0.59375,0.7430555555555556,104,XGBClassifier,Run_1
Selection-Rate,0.4431818181818182,0.3424657534246575,0.46953405017921146,0.31880733944954126,0.5306451612903226,0.3333333333333333,0.5754527162977867,104,XGBClassifier,Run_1
Positive-Rate,0.9397590361445783,1.0135135135135136,0.9268867924528302,0.8373493975903614,0.9909638554216867,1.0,0.9862068965517241,104,XGBClassifier,Run_1
Mean,0.5246117115020752,0.5585210919380188,0.5171720385551453,0.5736539959907532,0.4918394088745117,0.5710896253585815,0.4812825620174408,204,XGBClassifier,Run_2
Std,0.046774722635746,0.0474274568259716,0.04663151130080223,0.04526717588305473,0.047782134264707565,0.05074255168437958,0.048404060304164886,204,XGBClassifier,Run_2
IQR,0.061940286717744486,0.06294167716252176,0.06172058211669636,0.06000603932719986,0.063232840661189,0.06735234732708234,0.0640259932138418,204,XGBClassifier,Run_2
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,XGBClassifier,Run_2
Jitter,0.10517485460667321,0.13030196703880903,0.09966197774511894,0.10244191322205547,0.10700113297269721,0.1533424128929773,0.106431989063568,204,XGBClassifier,Run_2
Per_Sample_Accuracy,0.6703219696969697,0.7101578947368421,0.6615819861431872,0.6485579196217495,0.6848657187993682,0.6693258426966292,0.673233082706767,204,XGBClassifier,Run_2
