Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Aleatoric_Uncertainty,0.005905253454270866,0.004883117237352727,0.0032960511709477064,0.021364187926943338,0.007255933455198404,0.0036038997472324524,0.03665664926579297,0.0031053028589085765,0.0020106752907160593,0.017573807570743543,0.02147721843731098,0.013178767065899861,0.04647761623979004,0.0042316827441307835,0.0026668121999192567,0.02105164098620806,0.02532881654468454,0.014078307111274002,0.060486658524092476,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
IQR,0.010354520128125464,0.009921698904014458,0.008073449653730618,0.029115056503115848,0.01092646245998644,0.005680893019413271,0.053155945734095676,0.008797110899311676,0.006598295886871602,0.03786048029761233,0.019016073662506256,0.01022012774755837,0.0455152524948809,0.009357235389569403,0.0068477668440104205,0.03633017337619111,0.021929067245306418,0.009997678814361526,0.059214656092009196,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
Mean_Prediction,0.024633128054093834,0.021841896627271318,0.015440315002686522,0.08831985965180576,0.028321541010966438,0.020068350049003404,0.09476389653303245,0.022746787320570932,0.015406140232573586,0.11977356616918097,0.03512403882128903,0.031173745171298537,0.04702492348834901,0.023373170358129913,0.01630878110397611,0.09930451988743945,0.03925627343452361,0.032776245582328105,0.059506360472634565,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
Overall_Uncertainty,0.02016914151556855,0.01828497923224279,0.012945931734663133,0.07372893401480077,0.0226589273899633,0.011679862423186046,0.11104594535482663,0.01586495807856182,0.010445547692681882,0.08749732600160387,0.04410691880087727,0.025925226707604446,0.09888214308187641,0.017324017937443086,0.01128585552513723,0.0822250028844361,0.05318981819502466,0.02814110195740029,0.13146705643760082,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
Statistical_Bias,0.09845814659649249,0.08984659238260745,0.004210380698012953,0.9791457137226275,0.10983770037912634,0.0033171171757175313,0.9673821934409126,0.07169236453284282,0.003403908917848952,0.9743115480245766,0.24731642349937702,0.006772885825825331,0.9719918914272921,0.08637384069279111,0.0035991232174785726,0.9760750984642491,0.23870933329702665,0.007082317327027217,0.9625437582032749,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
Std,0.00961542953427722,0.00886838407735902,0.006229151033667494,0.03627580414646332,0.010602596745204843,0.005570702648559963,0.05111188558385099,0.008154987056425726,0.005328218511346041,0.0455184841966322,0.017737701106681592,0.010228499946079926,0.04036035776773471,0.008561268780545379,0.005557576778481297,0.04084635091316056,0.021850083130619504,0.011443668890911632,0.05437012762970661,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
Epistemic_Uncertainty,0.014263888061297685,0.013401861994890064,0.009649880563715426,0.05236474608785743,0.015402993934764896,0.008075962675953594,0.07438929608903366,0.012759655219653242,0.008434872401965823,0.06992351843086032,0.02262970036356629,0.012746459641704585,0.05240452684208637,0.013092335193312302,0.008619043325217974,0.06117336189822804,0.027861001650340122,0.014062794846126287,0.07098039791350834,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
Label_Stability,0.9890865384615386,0.9896959459459459,0.9922222222222221,0.9634615384615385,0.98828125,0.9939355918025932,0.9427609427609427,0.9907543959160521,0.9935936546674802,0.9532258064516128,0.9798107255520505,0.9885154061624649,0.9535864978902953,0.9903046127067016,0.9933409436834095,0.9576687116564419,0.974949494949495,0.9874666666666667,0.9358333333333334,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
Jitter,0.008197944297082226,0.007552811432121774,0.005555555555555551,0.028293545534924854,0.009050441297208537,0.004642409033877038,0.044537327295948115,0.006719867519445048,0.004547909083896119,0.035428253615128004,0.016418289278073928,0.009436878199555661,0.037450894805761616,0.007149245220731671,0.004801081194562532,0.03238840702348209,0.020369209334726596,0.010308045977011484,0.05181034482758617,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
TPR,0.9906115879828327,0.9911627906976744,1.0,0.0,0.9898605830164765,1.0,0.0,0.9908060067422617,1.0,0.0,0.989247311827957,1.0,0.0,0.9908151549942594,1.0,0.0,0.9877049180327869,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'},42,1.4298639
