Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Mean,0.5469109348080178,0.5469109348080179,0.5469109348080179,0.5469109348080179,0.5469109348080177,0.5469109348080178,0.5469109348080178,101,AdaptiveRandomForest,Run_1
Std,0.022474724011044812,0.02247472401104481,0.022474724011044812,0.022474724011044812,0.02247472401104481,0.02247472401104481,0.022474724011044816,101,AdaptiveRandomForest,Run_1
IQR,0.021420095680609097,0.0214200956806091,0.021420095680609097,0.021420095680609097,0.021420095680609097,0.021420095680609097,0.021420095680609097,101,AdaptiveRandomForest,Run_1
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,AdaptiveRandomForest,Run_1
Jitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,AdaptiveRandomForest,Run_1
Per_Sample_Accuracy,0.5388257575757576,0.6482412060301508,0.5134189031505251,0.6276346604215457,0.4785373608903021,0.7159090909090909,0.45366795366795365,101,AdaptiveRandomForest,Run_1
Label_Stability,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101,AdaptiveRandomForest,Run_1
TPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,AdaptiveRandomForest,Run_1
TNR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101,AdaptiveRandomForest,Run_1
PPV,,,,,,,,101,AdaptiveRandomForest,Run_1
FNR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101,AdaptiveRandomForest,Run_1
FPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,AdaptiveRandomForest,Run_1
Accuracy,0.5388257575757576,0.6482412060301508,0.5134189031505251,0.6276346604215457,0.4785373608903021,0.7159090909090909,0.45366795366795365,101,AdaptiveRandomForest,Run_1
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,AdaptiveRandomForest,Run_1
Selection-Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,AdaptiveRandomForest,Run_1
Positive-Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,AdaptiveRandomForest,Run_1
