Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params
Std,0.010686467419869563,0.009445391356135518,0.006313808765831189,0.04196567210160354,0.012326460789803834,0.006527691693219545,0.05900948068856826,0.008634944670854943,0.005594374983147786,0.048999430525072614,0.022096040311077047,0.011997919838833119,0.052263381344510175,0.009234632395344724,0.005890229215764292,0.045302734378204444,0.02753655270450633,0.013645438120214789,0.07023886790806923,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Overall_Uncertainty,0.024162652870296213,0.020768465204594706,0.014034726324974338,0.09069575356988313,0.02864782942854464,0.015116851602597417,0.1375790347546046,0.017850456931282385,0.011655727100332807,0.10008737642797735,0.05926802019042676,0.03408871821998648,0.13448920532224523,0.019995750660338117,0.012855694936693102,0.09699850546457126,0.07252397245859776,0.03755847214207037,0.18001051046866343,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Statistical_Bias,0.09827566186210791,0.08961260977241978,0.00452628094057993,0.9732014091799874,0.10972326640919586,0.0043160633216919085,0.9583044872247581,0.07152463292791283,0.0037576555227361095,0.971151834999065,0.24705188902610145,0.009126777489216524,0.9578344549381792,0.08619566263952277,0.004099658334868553,0.971569493678948,0.23847686496059609,0.009185820492832423,0.9433345201763139,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
IQR,0.011549724992071322,0.010015165702034394,0.007806599959192716,0.03295027149308258,0.013577535482477263,0.006862202938427112,0.06763935404417393,0.009089133451809416,0.006529843948404781,0.04306447872170333,0.025234339772770818,0.013451050713452224,0.06043598947828234,0.009851254338693688,0.006975609145209189,0.040863981733041906,0.031262278332787496,0.01345822225602763,0.08599326553171596,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Aleatoric_Uncertainty,0.00925095129567881,0.007358388934391292,0.004958591680996601,0.032279360411951535,0.011751837273094454,0.006116660315838466,0.057117857827973455,0.005036956768758165,0.003318025822479358,0.02785628702320434,0.03268714167725954,0.020169911373661805,0.07008138315027163,0.00667912439142766,0.004292103399426907,0.032422227705158846,0.03909973021471486,0.021753783772722357,0.09242245446232145,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Mean_Prediction,0.025129616422005157,0.022315746722133288,0.01540736137915762,0.09405667143764986,0.02884794423969298,0.020249078509787327,0.09807315622691323,0.023238628046006116,0.015766456224355886,0.12243397785649644,0.03564637511880738,0.029176256345091606,0.05497534629814698,0.02383820215604849,0.01652213310622485,0.10273919298568501,0.04011784866022946,0.030710261792222335,0.0690374675507699,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Epistemic_Uncertainty,0.014911701574617403,0.013410076270203413,0.009076134643977737,0.058416393157931595,0.016895992155450186,0.009000191286758951,0.08046117692663113,0.01281350016252422,0.00833770127785345,0.07223108940477302,0.02658087851316722,0.013918806846324672,0.0644078221719736,0.013316626268910458,0.008563591537266196,0.06457627775941241,0.0334242422438829,0.015804688369348015,0.08758805600634198,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Jitter,0.009081564986737402,0.008057626592109353,0.005590676883780328,0.03367595048629529,0.010434626436781612,0.004927962618439836,0.0547660513177756,0.007174943441495358,0.004756846950114441,0.03927590860440218,0.01968526777620656,0.009122807017543864,0.05123978891057632,0.0077644728549563285,0.005082394608687094,0.03668965517241375,0.02436781609195406,0.008502977426949221,0.07313750532141332,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Label_Stability,0.9875641025641025,0.9888513513513513,0.9923148148148149,0.9528846153846153,0.9858630952380952,0.9933500627352573,0.9255892255892256,0.9901115522783135,0.9933109687912981,0.947638326585695,0.9733964248159832,0.9889122807017544,0.9270440251572327,0.9893124456048737,0.992943414170233,0.950153846153846,0.9672727272727274,0.9900937081659973,0.897119341563786,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
TPR,0.990343347639485,0.9906976744186047,1.0,0.0,0.9898605830164765,1.0,0.0,0.9904995403003372,1.0,0.0,0.989247311827957,1.0,0.0,0.9905281285878301,1.0,0.0,0.9877049180327869,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
TNR,0.14351851851851852,0.13761467889908258,1.0,0.0,0.14953271028037382,1.0,0.0,0.17870722433460076,1.0,0.0,0.08875739644970414,1.0,0.0,0.15606936416184972,1.0,0.0,0.09302325581395349,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
PPV,0.9089118660758247,0.9188955996548749,1.0,0.0,0.8956422018348624,1.0,0.0,0.9373549883990719,1.0,0.0,0.749185667752443,1.0,0.0,0.9219877103927331,1.0,0.0,0.7554858934169278,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
FNR,0.009656652360515022,0.009302325581395349,0.0,1.0,0.010139416983523447,0.0,1.0,0.009500459699662888,0.0,1.0,0.010752688172043012,0.0,1.0,0.00947187141216992,0.0,1.0,0.012295081967213115,0.0,1.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
FPR,0.8564814814814815,0.8623853211009175,0.0,1.0,0.8504672897196262,0.0,1.0,0.8212927756653993,0.0,1.0,0.9112426035502958,0.0,1.0,0.8439306358381503,0.0,1.0,0.9069767441860465,0.0,1.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Accuracy,0.9024038461538462,0.9121621621621622,1.0,0.0,0.8895089285714286,1.0,0.0,0.9299489506522972,1.0,0.0,0.749211356466877,1.0,0.0,0.9151436031331592,1.0,0.0,0.7545454545454545,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
F1,0.9478818998716303,0.9534467323187108,1.0,0.0,0.9403973509933775,1.0,0.0,0.9631947548800477,1.0,0.0,0.8526413345690455,1.0,0.0,0.9550297495502975,1.0,0.0,0.8561278863232682,1.0,0.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Selection-Rate,0.9764423076923077,0.9788851351351351,0.9861111111111112,0.9038461538461539,0.9732142857142857,0.9799247176913425,0.9191919191919192,0.9778786159954623,0.9856663616956389,0.8744939271255061,0.9684542586750788,0.968421052631579,0.9685534591194969,0.9772845953002611,0.9845934379457917,0.8984615384615384,0.9666666666666667,0.9678714859437751,0.9629629629629629,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Positive-Rate,1.0895922746781115,1.0781395348837208,1.0,9.4,1.1051964512040557,1.0,11.375,1.0566962917560527,1.0,6.967741935483871,1.3204301075268816,1.0,30.8,1.0743398392652124,1.0,8.848484848484848,1.3073770491803278,1.0,26.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
Sample_Size,4160.0,2368.0,2160.0,208.0,1792.0,1594.0,198.0,3526.0,3279.0,247.0,634.0,475.0,159.0,3830.0,3505.0,325.0,330.0,249.0,81.0,ExponentiatedGradientReduction,{'sensitive_attr_for_intervention': 'race_binary'}
